battleID,userID,battle,n_sims
1,3,Cantina 6-G,8
2,3,Fleet 2-D (Hard),3
3,3,Dark Side 5-B (Hard),4
4,3,Fleet 3-D (Hard),3
5,3,Dark Side 5-F (Hard),5
6,3,Light Side 1-D (Hard),2
7,1,Cantina 7-F,6
8,1,Light Side 9-H (Normal),16
9,1,Fleet 3-D (Hard),2
10,1,Fleet 5-A (Normal),8
11,3,Cantina 6-G,5
12,3,Dark Side 1-C (Hard),5
13,3,Light Side 1-C (Hard),5
14,3,Fleet 2-D (Hard),5
15,1,Light Side 8-A (Hard),5
16,1,Cantina 7-F,19
17,1,Fleet 1-B (Hard),5
18,1,Fleet 3-D (Hard),2
19,1,Dark Side 8-B (Normal),2
