battleID,userID,battle,n_sims
1,1,Dark Side 7-A (Hard),4
2,1,Fleet 2-E (Hard),5
3,1,Cantina 2-G,20
4,3,Cantina 8-D,4
5,3,Light Side 6-B (Hard),5
6,3,Fleet 3-D (Hard),5
7,3,Fleet 3-B (Hard),2
8,1,Cantina 2-G,16
9,1,Fleet 1-B (Hard),5
10,1,Dark Side 7-A (Hard),1
11,1,Light Side 6-A (Hard),5
12,1,Dark Side 8-A (Hard),3
13,1,Fleet 3-C (Normal),6
14,1,Cantina 2-G,15
15,3,Cantina 8-D,6
16,3,Dark Side 7-D (Hard),5
17,3,Light Side 5-D (Hard),4
18,3,Fleet 3-B (Hard),3
19,3,Fleet 2-E (Hard),2
20,1,Dark Side 8-A (Hard),2
21,1,Light Side 8-D (Hard),2
22,1,Fleet 3-C (Normal),4
23,3,Light Side 7-D (Hard),4
24,3,Fleet 2-E (Hard),2
