battleID,userID,battle,n_sims
1,3,Cantina 6-B,5
2,3,Light Side 6-B (Hard),4
3,3,Fleet 2-A (Hard),5
4,1,Dark Side 7-A (Hard),5
5,1,Light Side 6-A (Hard),1
6,1,Fleet 2-E (Hard),5
7,1,Cantina 5-E,20
8,1,Cantina 5-E,15
9,1,Light Side 6-A (Hard),4
10,1,Dark Side 8-A (Hard),5
11,1,Light Side 8-D (Hard),4
12,3,Cantina 6-B,9
13,3,Light Side 6-B (Hard),1
14,3,Dark Side 7-D (Hard),5
15,3,Fleet 3-D (Hard),5
16,3,Light Side 8-D (Hard),3
17,3,Fleet 3-B (Hard),2
18,1,Cantina 5-E,9
19,1,Light Side 8-D (Hard),1
20,1,Dark Side 5-D (Hard),5
21,1,Light Side 2-A (Hard),5
22,1,Fleet 1-B (Hard),5
23,1,Fleet 5-A (Hard),3
24,3,Light Side 8-D (Hard),2
25,3,Dark Side 9-B (Hard),2
26,3,Fleet 3-B (Hard),2
27,1,Fleet 5-A (Hard),2
28,1,Dark Side 9-B (Hard),4
