battleID,userID,battle,n_sims
1,3,Fleet 2-D (Hard),5
2,2,Fleet 2-D (Hard),5
3,4,Fleet 1-C (Hard),5
4,2,Cantina 4-B,20
5,2,Cantina 4-B,9
6,4,Cantina 3-F,17
7,1,Fleet 2-D (Hard),4
8,3,Cantina 3-F,20
9,3,Cantina 3-F,9
10,3,Light Side 3-C (Hard),5
11,3,Dark Side 5-B (Hard),2
12,2,Dark Side 1-A (Hard),5
13,2,Light Side 3-C (Hard),4
14,1,Light Side 3-C (Hard),5
15,4,Dark Side 1-A (Hard),5
16,4,Light Side 3-C (Hard),3
17,1,Cantina 3-F,16
18,3,Dark Side 5-B (Hard),1
19,1,Dark Side 5-B (Hard),3
20,1,Cantina 4-B,9
21,1,Dark Side 5-B (Hard),2
22,1,Light Side 5-D (Hard),5
23,1,Fleet 2-B (Hard),5
24,2,Light Side 5-D (Hard),5
25,2,Fleet 2-B (Hard),5
26,4,Light Side 5-D (Hard),5
27,3,Light Side 5-D (Hard),5
28,3,Fleet 2-B (Hard),5
29,3,Cantina 3-F,7
30,3,Dark Side 5-B (Hard),2
31,3,Dark Side 6-D (Hard),5
32,3,Light Side 6-A (Normal),5
33,3,Fleet 1-C (Hard),5
34,2,Cantina 4-B,7
35,2,Light Side 3-C (Hard),1
36,2,Dark Side 6-D (Hard),5
37,4,Cantina 3-F,7
38,4,Dark Side 5-B (Hard),5
39,4,Light Side 7-D (Normal),8
40,4,Fleet 1-C (Hard),5
41,1,Dark Side 6-D (Hard),5
42,1,Cantina 4-B,3
43,1,Fleet 2-D (Hard),1
44,1,Fleet 3-C (Hard),4
45,1,Light Side 8-A (Hard),4
46,4,Fleet 2-B (Hard),4
