battleID,userID,battle,n_sims
1,3,Cantina 8-D,6
2,3,Dark Side 7-D (Hard),2
3,3,Dark Side 6-D (Hard),5
4,3,Light Side 5-D (Hard),2
5,3,Fleet 3-D (Hard),3
6,3,Fleet 3-B (Hard),2
7,1,Cantina 5-C,5
8,1,Light Side 6-A (Hard),4
9,1,Light Side 8-D (Hard),5
10,1,Fleet 1-B (Hard),3
11,1,Fleet 3-B (Hard),4
12,1,Dark Side 7-A (Hard),5
13,1,Fleet 2-E (Hard),5
14,1,Cantina 5-C,20
15,1,Cantina 5-C,6
16,3,Light Side 6-B (Hard),5
17,3,Fleet 4-B (Hard),5
18,3,Dark Side 7-D (Hard),3
19,3,Fleet 3-D (Hard),2
20,3,Cantina 8-D,4
21,1,Light Side 6-A (Hard),2
22,1,Fleet 1-B (Hard),2
