battleID,userID,battle,n_sims
1,2,Fleet 2-B (Hard),5
2,2,Dark Side 6-D (Hard),5
3,3,Fleet 2-B (Hard),5
4,2,Cantina 2-F,20
5,2,Cantina 2-F,18
6,2,Light Side 5-D (Hard),3
7,4,Fleet 2-B (Hard),5
8,4,Cantina 3-F,20
9,4,Cantina 3-F,20
10,4,Dark Side 1-A (Hard),5
11,1,Fleet 2-B (Hard),5
12,3,Dark Side 6-D (Hard),5
13,3,Cantina 2-F,7
14,1,Dark Side 6-D (Hard),5
15,1,Cantina 2-F,20
16,1,Cantina 2-F,20
17,1,Cantina 2-F,20
18,1,Cantina 2-F,7
19,1,Dark Side 5-B (Hard),5
20,1,Fleet 2-D (Hard),5
21,1,Fleet 3-C (Hard),4
22,1,Light Side 5-D (Hard),5
23,1,Light Side 3-A (Normal),3
24,1,Dark Side 3-D (Normal),3
25,1,Light Side 3-A (Normal),3
26,1,Dark Side 3-D (Normal),3
