battleID,userID,battle,n_sims
1,2,Fleet 2-D (Hard),5
2,2,Cantina 4-B,17
3,3,Fleet 2-D (Hard),5
4,4,Fleet 2-B (Hard),5
5,4,Cantina 3-F,17
6,4,Dark Side 1-A (Hard),5
7,4,Light Side 3-C (Hard),3
8,2,Light Side 3-C (Hard),5
9,2,Dark Side 5-B (Hard),3
10,3,Cantina 2-F,7
11,3,Light Side 3-C (Hard),5
12,3,Dark Side 5-B (Hard),4
13,1,Fleet 2-D (Hard),5
14,1,Cantina 3-F,20
15,1,Cantina 3-F,9
16,1,Dark Side 5-B (Hard),5
17,1,Light Side 5-D (Hard),2
18,1,Cantina 3-F,8
19,1,Light Side 8-A (Hard),5
20,1,Fleet 2-B (Hard),5
21,4,Cantina 3-F,4
22,4,Light Side 3-C (Hard),2
23,4,Light Side 5-D (Hard),4
24,4,Fleet 2-D (Hard),0
25,4,Fleet 2-D (Hard),4
26,4,Dark Side 5-B (Hard),3
27,2,Cantina 3-F,10
28,2,Dark Side 5-B (Hard),2
29,2,Light Side 5-D (Hard),5
30,2,Dark Side 6-D (Hard),4
31,2,Fleet 2-B (Hard),5
32,2,Fleet 1-C (Hard),4
33,3,Cantina 2-F,3
34,3,Dark Side 5-B (Hard),1
35,3,Light Side 5-D (Hard),3
36,3,Fleet 2-B (Hard),5
37,3,Fleet 1-C (Hard),4
38,3,Light Side 5-D (Hard),2
39,3,Dark Side 6-D (Hard),5
40,2,Dark Side 6-D (Hard),1
41,2,Light Side 7-D (Normal),5
42,1,Fleet 3-C (Hard),5
