battleID,userID,battle,n_sims
1,1,Cantina 5-G ,20
2,1,Cantina 5-G ,5
3,1,Dark Side 7-A (Hard),5
4,1,Light Side 6-A (Hard),5
5,1,Fleet 2-E (Hard),5
6,1,Light Side 8-D (Hard),3
7,3,Cantina 5-D,6
8,3,Light Side 6-B (Hard),5
9,3,Dark Side 7-D (Hard),3
10,3,Fleet 2-A (Hard),5
11,3,Fleet 3-D (Hard),2
12,1,Cantina 5-G ,9
13,3,Dark Side 7-D (Hard),2
14,3,Fleet 3-D (Hard),3
15,3,Fleet 3-B (Hard),2
16,3,Light Side 8-D (Hard),5
17,3,Cantina 5-D,8
18,1,Light Side 8-D (Hard),2
19,1,Dark Side 5-D (Hard),5
20,1,Fleet 1-B (Hard),5
21,1,Fleet 5-A (Hard),3
22,1,Dark Side 9-B (Hard),3
23,1,Dark Side 9-B (Hard),2
24,1,Fleet 5-A (Hard),2
25,3,Fleet 3-B (Hard),2
26,3,Dark Side 9-B (Hard),4
27,1,Light Side 8-B (Hard),2
