battleID,userID,battle,n_sims
1,3,Cantina 8-D,4
2,3,Light Side 6-B (Hard),5
3,3,Fleet 3-D (Hard),5
4,3,Fleet 3-B (Hard),1
5,1,Cantina 2-G,20
6,1,Cantina 2-G,18
7,1,Dark Side 7-A (Hard),5
8,1,Fleet 1-B (Hard),5
9,1,Fleet 3-C (Normal),5
10,3,Cantina 8-D,7
11,3,Dark Side 7-D (Hard),5
12,3,Fleet 3-B (Hard),4
13,3,Light Side 5-D (Hard),5
14,3,Fleet 3-C (Hard),2
15,1,Cantina 2-G,13
16,1,Light Side 6-A (Hard),5
17,1,Dark Side 8-A (Hard),4
18,1,Fleet 2-E (Hard),5
19,1,Dark Side 8-A (Hard),1
20,1,Light Side 8-D (Hard),3
21,1,Fleet 3-C (Normal),4
22,3,Fleet 3-C (Hard),2
23,3,Light Side 7-D (Hard),4
