battleID,userID,battle,n_sims
1,2,Fleet 2-D (Hard),5
2,2,Cantina 4-B,20
3,2,Cantina 4-B,10
4,2,Dark Side 1-A (Hard),5
5,2,Light Side 3-C (Hard),4
6,3,Fleet 2-D (Hard),5
7,3,Cantina 3-F,17
8,3,Light Side 3-C (Hard),5
9,3,Dark Side 5-B (Hard),3
10,1,Fleet 2-D (Hard),5
11,1,Cantina 4-B,18
12,1,Light Side 3-C (Hard),5
13,1,Dark Side 5-B (Hard),4
14,1,Cantina 4-B,8
15,1,Light Side 5-D (Hard),5
16,1,Fleet 2-B (Hard),5
17,1,Cantina 4-B,3
18,1,Dark Side 5-B (Hard),1
19,1,Dark Side 6-D (Hard),5
20,1,Light Side 8-A (Hard),4
21,1,Fleet 1-C (Hard),4
22,2,Cantina 4-B,6
23,2,Dark Side 5-B (Hard),5
24,2,Light Side 3-C (Hard),1
25,2,Dark Side 6-D (Hard),5
26,2,Fleet 2-B (Hard),5
27,2,Fleet 1-C (Hard),2
28,4,Cantina 3-F,5
29,4,Light Side 5-D (Hard),5
