battleID,userID,battle,n_sims
1,1,Cantina 8-B,18
2,1,Light Side 6-A (Hard),1
3,1,Light Side 8-D (Hard),5
4,1,Fleet 1-B (Hard),5
5,1,Fleet 5-A (Hard),2
6,1,Dark Side 5-D (Hard),1
7,3,Cantina 5-D,5
8,3,Fleet 2-A (Hard),5
9,3,Light Side 6-B (Hard),5
10,3,Light Side 8-D (Hard),1
11,3,Fleet 3-D (Hard),2
12,1,Cantina 8-B,7
13,1,Dark Side 5-D (Hard),4
14,1,Dark Side 9-B (Hard),5
15,1,Fleet 5-A (Hard),3
16,3,Cantina 5-D,9
17,3,Dark Side 7-D (Hard),5
18,3,Light Side 8-D (Hard),3
19,3,Fleet 3-D (Hard),3
20,3,Fleet 3-B (Hard),2
21,3,Cantina 5-D,20
22,3,Fleet 3-B (Hard),1
