battleID,userID,battle,n_sims
1,1,Cantina 7-F,6
2,1,Fleet 3-D (Hard),3
3,1,Dark Side 9-E (Normal),16
4,1,Fleet 5-C (Normal),7
5,3,Cantina 6-G,9
6,3,Dark Side 5-F (Hard),5
7,3,Light Side 1-D (Hard),5
8,3,Fleet 3-D (Hard),5
9,3,Light Side 9-D (Normal),3
10,3,Fleet 3-B (Normal),4
11,1,Dark Side 9-E (Normal),18
12,1,Fleet 5-C (Normal),4
13,1,Light Side 8-A (Hard),5
14,1,Cantina 7-F,19
15,1,Fleet 1-B (Hard),5
16,1,Dark Side 9-E (Normal),5
17,1,Fleet 3-D (Hard),5
18,3,Cantina 6-G,5
19,3,Light Side 6-B (Hard),5
20,3,Dark Side 1-C (Hard),4
21,3,Fleet 4-B (Hard),5
