battleID,userID,battle,n_sims
1,3,Cantina 8-D,6
2,3,Dark Side 7-D (Hard),4
3,3,Dark Side 6-D (Hard),4
4,3,Fleet 3-D (Hard),4
5,3,Fleet 3-B (Hard),1
6,1,Cantina 5-C,8
7,1,Light Side 6-A (Hard),3
8,1,Fleet 2-E (Hard),5
9,1,Fleet 2-E (Normal),1
10,1,Dark Side 8-A (Hard),5
11,3,Light Side 6-B (Hard),5
12,3,Fleet 4-B (Hard),5
13,3,Dark Side 7-D (Hard),3
14,3,Fleet 3-D (Hard),2
15,3,Cantina 8-D,4
16,1,Cantina 8-C,12
17,1,Dark Side 7-A (Hard),5
18,1,Fleet 2-E (Hard),5
19,1,Cantina 8-C,7
20,1,Fleet 2-E (Normal),3
21,1,Dark Side 8-A (Hard),2
