battleID,userID,battle,n_sims
1,2,Fleet 1-C (Hard),5
2,2,Cantina 3-F,20
3,2,Cantina 3-F,20
4,2,Cantina 3-F,4
5,2,Dark Side 1-A (Hard),5
6,2,Light Side 5-D (Hard),3
7,3,Cantina 3-F,18
8,3,Light Side 5-D (Hard),3
9,3,Dark Side 1-A (Hard),5
10,3,Fleet 1-C (Hard),5
11,1,Dark Side 1-A (Hard),5
12,1,Light Side 5-D (Hard),4
13,1,Fleet 2-D (Hard),5
14,4,Cantina 2-B,8
15,4,Dark Side 1-A (Hard),5
16,4,Light Side 5-D (Hard),4
17,4,Fleet 1-G (Normal),16
18,1,Cantina 3-F,18
19,3,Light Side 5-D (Hard),2
20,3,Cantina 3-F,6
21,3,Fleet 1-D (Hard),5
22,2,Cantina 3-F,7
23,2,Light Side 5-D (Hard),2
24,2,Dark Side 5-B (Hard),4
25,2,Fleet 1-D (Hard),5
26,1,Cantina 3-F,7
27,1,Dark Side 6-D (Hard),5
28,1,Dark Side 5-B (Hard),5
29,1,Dark Side 4-E (Hard),5
30,1,Dark Side 4-A (Hard),3
31,1,Cantina 3-F,4
32,1,Fleet 1-C (Hard),5
33,4,Dark Side 5-B (Hard),5
34,4,Dark Side 4-E (Hard),5
35,4,Light Side 5-D (Hard),1
36,4,Cantina 2-B,8
37,2,Cantina 3-F,4
38,2,Dark Side 5-B (Hard),1
39,2,Dark Side 4-E (Hard),1
40,2,Dark Side 4-E (Hard),4
41,2,Dark Side 4-A (Hard),5
42,2,Fleet 1-A (Hard),5
43,4,Fleet 1-A (Hard),5
44,3,Cantina 3-F,5
45,3,Dark Side 5-B (Hard),5
46,3,Dark Side 6-D (Hard),3
47,3,Fleet 1-A (Hard),5
