battleID,userID,battle,n_sims
1,3,Cantina 2-B,0
2,3,Cantina 2-B,0
3,3,Cantina 2-B,0
4,3,Cantina 2-B,0
5,3,Cantina 2-B,0
6,3,Cantina 2-B,0
7,3,Cantina 2-B,0
8,3,Cantina 2-B,0
9,3,Cantina 2-B,0
10,3,Cantina 2-B,0
11,3,Cantina 2-B,0
12,3,Cantina 2-B,0
13,3,Cantina 2-B,0
14,3,Cantina 2-B,0
15,2,Cantina 2-B,0
16,2,Cantina 2-B,0
17,2,Cantina 2-B,0
18,2,Cantina 2-B,0
19,2,Cantina 2-B,0
20,2,Cantina 2-B,0
21,2,Cantina 2-B,0
22,2,Cantina 2-B,0
23,2,Cantina 2-B,0
24,2,Cantina 2-B,0
25,2,Cantina 2-B,0
26,2,Cantina 2-B,0
27,2,Cantina 2-B,0
28,2,Cantina 2-B,0
29,1,Cantina 1-F,9
30,2,Dark Side 1-A (Hard),0
31,2,Dark Side 1-A (Hard),0
32,1,Dark Side 1-A (Hard),5
33,2,Dark Side 1-A (Hard),0
34,2,Dark Side 1-A (Hard),0
35,2,Dark Side 1-A (Hard),0
36,2,Light Side 2-E (Hard),0
37,1,Fleet 2-D (Hard),5
38,2,Light Side 2-E (Hard),0
39,2,Light Side 2-E (Hard),0
40,2,Light Side 2-E (Hard),0
41,1,Light Side 7-D (Hard),3
42,1,Cantina 1-F,15
43,1,Cantina 1-F,15
44,1,Cantina 1-F,15
45,2,Cantina 2-B,0
46,2,Cantina 2-B,0
47,2,Cantina 2-B,0
48,2,Cantina 2-B,0
49,2,Cantina 2-B,0
50,2,Cantina 2-B,0
51,2,Cantina 2-B,0
52,2,Cantina 2-B,0
53,2,Cantina 2-B,0
54,2,Cantina 2-B,0
55,2,Cantina 2-B,0
56,2,Cantina 2-B,0
57,2,Cantina 2-B,0
58,2,Cantina 2-B,0
59,2,Cantina 2-B,0
60,2,Cantina 2-B,0
61,2,Cantina 2-B,15
62,2,Cantina 2-B,15
63,3,Dark Side 1-A (Hard),5
64,1,Light Side 7-F (Normal),3
65,1,Light Side 7-F (Normal),3
66,1,Light Side 7-F (Normal),1
67,1,Cantina 1-F,15
68,2,Cantina 2-B,8
69,3,Cantina 2-B,8
70,1,Fleet 2-B (Hard),5
71,1,Fleet 1-D (Hard),4
72,1,Light Side 7-D (Hard),2
73,1,Light Side 5-D (Hard),5
74,2,Light Side 2-E (Hard),1
75,2,Light Side 2-A (Hard),5
76,3,Light Side 5-D (Hard),4
77,3,Dark Side 1-C (Normal),1
78,3,Dark Side 1-C (Normal),1
79,3,Light Side 5-A (Normal),1
80,3,Dark Side 3-B (Normal),2
81,3,Dark Side 3-G (Normal),2
82,3,Dark Side 3-I (Normal),7
