battleID,userID,battle,n_sims
1,4,Fleet 1-C (Hard),5
2,3,Fleet 2-B (Hard),5
3,4,Fleet 1-D (Hard),2
4,1,Fleet 2-B (Hard),5
5,2,Fleet 1-C (Hard),5
6,2,Fleet 1-D (Hard),1
7,3,Fleet 1-C (Hard),2
8,2,Cantina 3-F,20
9,2,Cantina 3-F,9
10,2,Dark Side 1-A (Hard),5
11,2,Light Side 3-C (Hard),5
12,3,Cantina 4-B,5
13,3,Dark Side 1-A (Hard),5
14,3,Light Side 3-C (Hard),4
15,1,Cantina 4-B,17
16,1,Dark Side 1-A (Hard),5
17,1,Light Side 3-C (Hard),5
18,4,Cantina 1-F,20
19,4,Cantina 1-F,2
20,4,Dark Side 1-A (Hard),5
21,4,Light Side 3-C (Hard),5
22,1,Cantina 4-B,8
23,1,Dark Side 6-D (Hard),5
24,1,Fleet 2-D (Hard),5
25,1,Dark Side 5-B (Hard),5
26,4,Cantina 1-F,8
27,4,Fleet 1-D (Hard),3
28,4,Fleet 1-A (Hard),3
29,4,Fleet 1-A (Hard),2
30,4,Dark Side 5-B (Hard),5
31,4,Light Side 5-D (Hard),5
32,2,Cantina 3-F,7
33,2,Fleet 1-D (Hard),4
34,2,Fleet 1-B (Hard),4
35,2,Light Side 5-D (Hard),5
36,2,Dark Side 5-B (Hard),5
37,3,Cantina 4-B,6
38,3,Fleet 1-C (Hard),3
39,3,Fleet 1-B (Hard),5
40,3,Light Side 5-D (Hard),5
41,3,Dark Side 6-D (Hard),5
42,3,Dark Side 5-B (Hard),2
43,1,Cantina 4-B,3
44,1,Light Side 5-D (Hard),5
