battleID,userID,battle,n_sims
1,3,Cantina 6-B,4
2,3,Light Side 6-B (Hard),5
3,3,Dark Side 7-D (Hard),2
4,3,Fleet 2-A (Hard),5
5,3,Fleet 3-D (Hard),1
6,1,Dark Side 7-A (Hard),5
7,1,Cantina 5-E,20
8,1,Cantina 5-E,14
9,1,Light Side 6-A (Hard),5
10,1,Dark Side 8-A (Hard),3
11,1,Fleet 2-E (Hard),5
12,1,Cantina 5-E,9
13,1,Dark Side 8-A (Hard),2
14,1,Light Side 8-D (Hard),5
15,1,Dark Side 5-D (Hard),2
16,1,Fleet 1-B (Hard),5
17,1,Fleet 5-A (Hard),3
18,3,Cantina 6-B,9
19,3,Dark Side 7-D (Hard),3
20,3,Light Side 8-D (Hard),5
21,3,Fleet 3-D (Hard),4
22,3,Fleet 3-B (Hard),2
