battleID,userID,battle,n_sims
1,2,Cantina 2-F,20
2,2,Cantina 2-F,16
3,2,Dark Side 5-B (Hard),5
4,2,Fleet 1-C (Hard),3
5,2,Fleet 2-D (Hard),2
6,3,Fleet 1-C (Hard),5
7,3,Fleet 2-D (Hard),2
8,3,Cantina 4-B,18
9,2,Cantina 2-F,6
10,2,Light Side 5-D (Hard),2
11,3,Dark Side 6-D (Hard),1
12,1,Cantina 7-A,14
13,3,Dark Side 5-B (Hard),5
14,3,Cantina 4-B,4
15,3,Light Side 3-A (Normal),3
16,3,Dark Side 3-D (Normal),3
17,1,Dark Side 5-B (Hard),5
18,1,Dark Side 6-D (Hard),1
19,1,Fleet 2-D (Hard),5
20,1,Dark Side 7-E (Normal),5
