battleID,userID,battle,n_sims
1,1,Cantina 3-E,10
2,1,Dark Side 8-B (Normal),16
3,1,Fleet 2-A (Hard),3
4,1,Fleet 2-G (Normal),14
5,1,Light Side 8-E (Normal),1
6,1,Light Side 8-E (Normal),1
7,1,Light Side 8-E (Normal),1
8,1,Light Side 8-E (Normal),1
9,1,Light Side 8-E (Normal),1
10,1,Light Side 8-E (Normal),1
11,1,Light Side 8-E (Normal),3
12,1,Cantina 3-E,20
13,1,Cantina 3-E,10
14,1,Light Side 8-E (Normal),1
15,1,Light Side 8-E (Normal),1
16,1,Light Side 9-H (Normal),1
17,1,Light Side 9-H (Normal),1
18,1,Dark Side 5-D (Hard),5
19,1,Fleet 2-A (Hard),3
