battleID,userID,battle,n_sims
1,3,Cantina 8-D,6
2,3,Dark Side 6-D (Hard),1
3,3,Dark Side 7-D (Hard),5
4,3,Light Side 9-D (Hard),1
5,3,Fleet 3-D (Hard),3
6,3,Fleet 3-B (Hard),1
7,1,Cantina 4-G,10
8,1,Dark Side 8-A (Hard),3
9,1,Light Side 8-D (Hard),5
10,1,Fleet 3-D (Hard),3
11,1,Fleet 3-B (Hard),3
12,1,Light Side 9-A (Normal),8
13,1,Fleet 3-B (Hard),2
14,1,Cantina 4-G,20
15,1,Cantina 4-G,10
16,1,Dark Side 8-D (Hard),5
17,1,Fleet 1-B (Hard),5
18,3,Light Side 6-B (Hard),5
19,3,Dark Side 6-D (Hard),3
20,3,Fleet 4-B (Hard),5
21,3,Fleet 3-D (Hard),2
22,3,Cantina 8-D,4
