battleID,userID,battle,n_sims
1,1,Dark Side 7-A (Hard),5
2,1,Fleet 2-E (Hard),5
3,1,Cantina 5-F,20
4,1,Cantina 5-F,16
5,1,Light Side 6-A (Hard),2
6,1,Fleet 1-B (Hard),2
7,3,Cantina 6-B,6
8,3,Light Side 6-B (Hard),5
9,3,Dark Side 7-D (Hard),1
10,3,Fleet 2-A (Hard),5
11,3,Fleet 3-D (Hard),2
12,1,Light Side 6-A (Hard),3
13,1,Dark Side 8-D (Hard),4
14,3,Cantina 6-B,8
15,3,Dark Side 7-D (Hard),4
16,3,Fleet 3-D (Hard),3
17,3,Light Side 7-D (Hard),3
18,3,Fleet 3-B (Hard),1
19,1,Cantina 5-F,8
20,1,Dark Side 8-D (Hard),1
21,1,Dark Side 8-A (Hard),5
22,1,Light Side 8-D (Hard),1
23,1,Fleet 1-B (Hard),2
24,1,Fleet 4-F (Normal),7
25,3,Light Side 7-D (Hard),2
26,3,Light Side 8-D (Hard),2
27,3,Fleet 3-B (Hard),2
28,1,Light Side 8-D (Hard),4
29,1,Fleet 4-F (Normal),4
