battleID,userID,battle,n_sims
1,1,Dark Side 7-A (Hard),5
2,1,Fleet 2-E (Hard),5
3,1,Cantina 5-F,20
4,1,Cantina 5-F,15
5,1,Light Side 6-A (Hard),2
6,1,Fleet 1-B (Hard),2
7,3,Light Side 6-B (Hard),5
8,3,Dark Side 7-D (Hard),3
9,3,Fleet 2-A (Hard),5
10,3,Fleet 3-D (Hard),2
11,3,Cantina 6-B,4
12,3,Cantina 6-B,9
13,3,Dark Side 7-D (Hard),2
14,3,Fleet 3-D (Hard),3
15,3,Fleet 3-B (Hard),3
16,3,Light Side 7-D (Hard),5
17,3,Light Side 8-D (Hard),1
18,1,Cantina 5-F,9
19,1,Light Side 6-A (Hard),3
20,1,Dark Side 8-A (Hard),5
21,1,Light Side 8-D (Hard),2
22,1,Fleet 1-B (Hard),3
