battleID,userID,battle,n_sims
1,1,Dark Side 7-A (Hard),5
2,1,Light Side 6-A (Hard),5
3,1,Cantina 5-G ,20
4,1,Cantina 5-G ,16
5,1,Light Side 8-D (Hard),4
6,1,Fleet 2-E (Hard),5
7,3,Cantina 5-D,6
8,3,Light Side 6-B (Hard),5
9,3,Fleet 2-A (Hard),5
10,3,Fleet 3-D (Hard),2
11,3,Fleet 1-B (Hard),2
12,1,Cantina 5-G ,8
13,1,Light Side 8-D (Hard),1
14,1,Dark Side 5-D (Hard),5
15,1,Dark Side 9-B (Hard),3
16,1,Fleet 1-B (Hard),3
17,1,Fleet 5-A (Hard),3
18,3,Cantina 5-D,8
19,3,Dark Side 7-D (Hard),5
20,3,Fleet 3-D (Hard),3
21,3,Fleet 3-B (Hard),2
22,3,Light Side 8-D (Hard),3
