battleID,userID,battle,n_sims
1,1,Cantina 8-B,19
2,1,Light Side 8-D (Hard),5
3,1,Fleet 1-B (Hard),5
4,1,Dark Side 5-D (Hard),2
5,1,Fleet 5-A (Hard),2
6,3,Cantina 5-D,15
7,3,Light Side 6-B (Hard),5
8,3,Dark Side 7-D (Hard),2
9,3,Fleet 2-A (Hard),5
10,3,Fleet 3-D (Hard),1
11,1,Cantina 8-B,6
12,1,Dark Side 5-D (Hard),3
13,1,Fleet 5-A (Hard),3
14,1,Dark Side 9-B (Hard),5
15,1,Fleet 5-H (Normal),7
16,1,Light Side 8-H (Normal),2
17,3,Cantina 5-D,9
18,3,Dark Side 7-D (Hard),3
19,3,Fleet 3-D (Hard),4
20,3,Light Side 8-D (Hard),5
21,3,Fleet 3-B (Hard),2
