battleID,userID,battle,n_sims
1,1,Cantina 8-F,18
2,1,Cantina 8-F,8
3,1,Dark Side 7-A (Hard),5
4,1,Fleet 2-E (Hard),5
5,1,Fleet 1-B (Hard),1
6,1,Light Side 6-A (Hard),2
7,3,Cantina 8-D,4
8,3,Light Side 6-B (Hard),5
9,3,Dark Side 7-D (Hard),3
10,3,Fleet 3-D (Hard),5
11,3,Fleet 3-B (Hard),2
12,1,Cantina 8-C,7
13,1,Light Side 6-A (Hard),3
14,1,Fleet 1-B (Hard),4
15,1,Dark Side 8-A (Hard),5
16,3,Cantina 8-D,6
17,3,Dark Side 7-D (Hard),2
18,3,Light Side 5-D (Hard),5
19,3,Fleet 3-B (Hard),3
20,3,Light Side 7-D (Hard),2
21,3,Fleet 3-C (Hard),2
22,1,Light Side 8-D (Hard),4
23,3,Fleet 3-C (Hard),2
24,3,Light Side 7-D (Hard),3
25,3,Light Side 8-D (Hard),1
