battleID,userID,battle,n_sims
1,1,Dark Side 7-A (Hard),5
2,1,Fleet 2-E (Hard),5
3,1,Cantina 5-F,20
4,1,Cantina 5-F,14
5,1,Light Side 6-A (Hard),2
6,1,Fleet 1-B (Hard),2
7,3,Cantina 6-B,5
8,3,Light Side 6-B (Hard),5
9,3,Fleet 2-A (Hard),5
10,3,Dark Side 7-D (Hard),3
11,3,Fleet 3-D (Hard),2
12,1,Cantina 5-F,9
13,1,Light Side 6-A (Hard),3
14,1,Dark Side 8-D (Hard),5
15,1,Dark Side 8-A (Hard),1
16,1,Fleet 1-B (Hard),3
17,3,Cantina 6-B,8
18,3,Dark Side 7-D (Hard),2
19,3,Fleet 3-D (Hard),3
20,3,Fleet 3-B (Hard),2
21,3,Light Side 7-D (Hard),5
22,3,Light Side 8-D (Hard),1
23,1,Dark Side 8-A (Hard),4
24,1,Fleet 4-F (Normal),8
25,1,Light Side 8-D (Hard),4
26,1,Fleet 3-B (Hard),2
27,1,Fleet 4-F (Normal),2
