battleID,userID,battle,n_sims
1,1,Cantina 7-F,7
2,1,Fleet 3-D (Hard),3
3,1,Fleet 4-A (Normal),6
4,1,Light Side 9-A (Normal),16
5,3,Fleet 4-B (Hard),4
6,3,Fleet 3-D (Hard),2
7,3,Dark Side 5-F (Hard),5
8,3,Light Side 1-D (Hard),5
9,3,Cantina 6-G,9
10,3,Dark Side 5-B (Hard),1
11,3,Cantina 6-G,5
12,3,Dark Side 1-C (Hard),5
13,3,Light Side 1-C (Hard),5
14,3,Fleet 2-D (Hard),1
15,3,Fleet 2-D (Hard),4
16,3,Fleet 4-B (Hard),1
17,1,Cantina 7-F,19
18,1,Light Side 8-A (Hard),5
19,1,Fleet 1-B (Hard),5
20,1,Fleet 3-D (Hard),1
21,1,Light Side 9-A (Normal),1
