battleID,userID,battle,n_sims
1,1,Cantina 5-C,8
2,1,Light Side 6-A (Hard),5
3,1,Fleet 1-B (Hard),5
4,1,Light Side 8-D (Hard),5
5,1,Fleet 3-B (Hard),3
6,3,Cantina 8-D,7
7,3,Dark Side 6-D (Hard),1
8,3,Dark Side 7-D (Hard),5
9,3,Fleet 3-D (Hard),5
10,3,Light Side 9-D (Hard),2
11,3,Fleet 3-B (Hard),2
12,1,Cantina 5-C,20
13,1,Cantina 5-C,5
14,1,Dark Side 7-A (Hard),5
15,1,Fleet 1-B (Hard),5
16,1,Light Side 6-A (Hard),2
17,1,Fleet 3-B (Hard),2
18,3,Cantina 8-D,3
19,3,Light Side 6-B (Hard),5
20,3,Fleet 4-B (Hard),5
21,3,Dark Side 6-D (Hard),4
