battleID,userID,battle,n_sims
1,1,Light Side 8-D (Hard),5
2,1,Cantina 8-B,12
3,1,Dark Side 5-D (Hard),2
4,1,Fleet 1-B (Hard),5
5,1,Fleet 5-A (Hard),2
6,3,Cantina 5-D,6
7,3,Cantina 5-D,6
8,3,Cantina 5-D,4
9,3,Light Side 6-B (Hard),5
10,3,Dark Side 7-D (Hard),1
11,3,Fleet 2-A (Hard),5
12,3,Fleet 3-D (Hard),1
13,1,Cantina 8-B,6
14,1,Dark Side 5-D (Hard),3
15,1,Dark Side 9-B (Hard),5
16,1,Fleet 5-A (Hard),3
17,1,Fleet 5-H (Normal),6
18,3,Dark Side 7-D (Hard),4
19,3,Cantina 5-D,8
20,3,Light Side 8-D (Hard),4
21,3,Fleet 3-D (Hard),4
22,3,Fleet 2-E (Hard),2
