battleID,userID,battle,n_sims
1,2,Cantina 1-F,6
2,2,Cantina 1-F,15
3,2,Cantina 1-F,15
4,2,Cantina 1-F,15
5,2,Dark Side 1-A (Hard),5
6,2,Light Side 5-D (Hard),5
7,3,Fleet 1-A (Hard),3
8,3,Cantina 2-B,5
9,3,Dark Side 1-A (Hard),3
10,3,Light Side 5-D (Hard),4
11,1,Fleet 2-D (Hard),5
12,1,Cantina 2-B,6
13,1,Dark Side 1-A (Hard),5
14,1,Light Side 5-D (Hard),2
15,3,Cantina 2-B,16
16,4,Cantina 1-F,0
17,4,Cantina 1-F,0
18,4,Cantina 1-F,0
19,4,Cantina 1-F,0
20,4,Cantina 1-F,0
21,4,Dark Side 1-A (Hard),0
22,4,Dark Side 1-A (Hard),0
23,4,Dark Side 1-A (Hard),0
24,4,Light Side 5-F (Hard),3
25,3,Cantina 2-B,5
26,3,Cantina 2-B,5
27,3,Cantina 2-B,5
28,1,Light Side 5-D (Hard),1
29,1,Cantina 2-B,15
30,4,Dark Side 1-A (Hard),0
31,4,Dark Side 1-A (Hard),0
32,4,Cantina 1-F,11
33,4,Cantina 1-F,15
34,4,Cantina 1-F,15
35,4,Cantina 1-F,15
36,4,Dark Side 5-C (Hard),1
37,4,Dark Side 5-C (Hard),1
38,3,Cantina 2-B,8
39,4,Fleet 1-A (Normal),0
40,4,Cantina 2-B,7
41,1,Cantina 2-B,7
42,3,Fleet 1-B (Normal),0
43,2,Fleet 1-A (Normal),2
44,3,Fleet 1-B (Normal),0
45,3,Fleet 1-B (Normal),0
46,3,Fleet 1-B (Normal),0
47,3,Fleet 1-B (Normal),0
48,3,Fleet 1-B (Normal),0
49,2,Cantina 1-F,8
50,3,Cantina 1-F,6
51,3,Dark Side 1-A (Hard),2
52,3,Light Side 5-D (Hard),1
53,2,Dark Side 4-A (Hard),4
54,3,Dark Side 4-A (Hard),3
55,1,Dark Side 4-A (Hard),5
56,2,Fleet 1-A (Normal),10
57,3,Fleet 1-A (Normal),15
58,1,Cantina 2-B,19
59,1,Fleet 1-C (Hard),5
60,1,Light Side 5-D (Hard),2
61,3,Dark Side 4-A (Hard),2
62,3,Cantina 2-B,3
63,2,Fleet 1-A (Normal),13
64,2,Dark Side 3-B (Normal),4
65,2,Dark Side 3-B (Normal),2
66,2,Dark Side 3-I (Normal),2
67,2,Dark Side 3-I (Normal),2
68,2,Dark Side 2-A (Normal),2
69,2,Light Side 5-K (Normal),6
70,2,Light Side 5-K (Normal),13
71,2,Cantina 1-F,10
72,3,Light Side 6-G (Normal),9
73,3,Fleet 1-A (Normal),7
74,1,Light Side 8-E (Normal),8
75,1,Fleet 2-B (Hard),5
76,1,Dark Side 7-E (Normal),2
77,1,Light Side 5-D (Hard),0
78,2,Light Side 5-K (Normal),9
79,1,Light Side 8-E (Normal),6
80,1,Cantina 2-B,2
81,4,Light Side 5-D (Hard),4
82,4,Dark Side 4-A (Hard),5
83,4,Cantina 2-B,6
84,4,Fleet 1-A (Normal),15
85,4,Light Side 6-D (Normal),1
86,4,Light Side 6-D (Normal),1
87,4,Dark Side 5-D (Normal),1
87,4,Dark Side 5-D (Normal),2
88,1,Light Side 7-G (Normal),1
89,1,Cantina 2-B,16
