battleID,userID,battle,n_sims
1,1,Cantina 8-F,11
2,1,Dark Side 7-A (Hard),4
3,1,Fleet 2-E (Hard),5
4,1,Cantina 8-C,8
5,1,Cantina 8-F,7
6,1,Cantina 8-D,3
7,1,Light Side 6-B (Hard),5
8,1,Fleet 3-D (Hard),5
9,1,Fleet 3-B (Hard),1
10,1,Cantina 8-F,7
11,1,Dark Side 7-A (Hard),1
12,1,Light Side 6-A (Hard),5
13,1,Fleet 1-B (Hard),5
14,1,Dark Side 8-A (Hard),4
15,1,Fleet 3-C (Normal),6
16,3,Cantina 8-D,7
17,3,Dark Side 7-D (Hard),5
18,3,Fleet 3-B (Hard),4
19,3,Light Side 5-D (Hard),5
20,3,Fleet 3-C (Hard),3
21,1,Dark Side 8-A (Hard),1
22,1,Light Side 8-D (Hard),3
23,1,Fleet 3-C (Normal),4
24,1,Fleet 3-C (Hard),2
25,1,Light Side 7-D (Hard),4
