battleID,userID,battle,n_sims
1,1,Cantina 5-F,20
2,1,Cantina 5-F,15
3,1,Dark Side 7-A (Hard),5
4,1,Light Side 6-A (Hard),1
5,1,Fleet 2-E (Hard),5
6,1,Fleet 1-B (Hard),1
7,1,Cantina 5-F,8
8,1,Light Side 6-A (Hard),4
9,1,Dark Side 8-A (Hard),5
10,1,Fleet 1-B (Hard),4
11,1,Fleet 2-C (Normal),6
12,3,Cantina 7-A,10
13,3,Light Side 6-B (Hard),5
14,3,Dark Side 7-D (Hard),5
15,3,Fleet 3-D (Hard),5
16,3,Fleet 3-B (Hard),2
17,3,Light Side 7-D (Hard),5
18,3,Fleet 3-B (Hard),2
19,1,Light Side 8-D (Hard),4
20,1,Fleet 3-A (Normal),4
