battleID,userID,battle,n_sims
1,4,Cantina 1-F,20
2,4,Cantina 1-F,20
3,4,Cantina 1-F,12
4,4,Dark Side 1-A (Hard),5
5,4,Light Side 5-D (Hard),3
6,4,Fleet 1-A (Normal),13
7,3,Fleet 1-D (Normal),15
8,3,Dark Side 1-A (Hard),5
9,1,Fleet 2-D (Hard),5
10,2,Cantina 2-B,20
11,2,Cantina 2-B,20
12,2,Cantina 2-B,12
13,2,Dark Side 1-A (Hard),5
14,2,Light Side 5-D (Hard),3
15,2,Fleet 1-A (Normal),14
16,4,Light Side 5-D (Hard),2
17,4,Cantina 1-F,7
18,3,Cantina 2-B,20
19,3,Cantina 2-B,17
20,4,Dark Side 4-E (Hard),5
21,4,Dark Side 4-A (Hard),2
22,3,Dark Side 4-E (Hard),5
23,3,Light Side 5-D (Hard),5
24,2,Fleet 1-E (Normal),8
25,2,Light Side 6-I (Normal),11
26,1,Cantina 1-F,20
27,1,Cantina 1-F,3
28,1,Dark Side 1-A (Hard),5
29,1,Light Side 5-D (Hard),3
30,1,Fleet 1-C (Hard),5
31,1,Fleet 2-B (Hard),5
32,1,Dark Side 6-D (Hard),5
33,1,Cantina 1-F,12
34,1,Dark Side 4-A (Hard),5
35,1,Fleet 1-A (Normal),20
36,1,Cantina 1-F,7
37,1,Dark Side 4-A (Hard),3
38,1,Dark Side 2-B (Hard),5
39,1,Dark Side 5-B (Hard),4
40,2,Fleet 1-A (Normal),20
41,2,Cantina 2-B,7
42,2,Cantina 2-B,7
43,2,Dark Side 4-A (Hard),5
44,2,Dark Side 4-E (Hard),0
45,3,Fleet 1-E (Normal),16
46,2,Dark Side 4-E (Hard),0
47,2,Dark Side 4-E (Hard),0
48,2,Dark Side 4-E (Hard),0
49,3,Dark Side 4-A (Hard),5
50,2,Light Side 5-K (Normal),4
51,2,Light Side 5-K (Normal),4
52,2,Light Side 5-K (Normal),2
53,2,Light Side 5-K (Normal),2
54,2,Dark Side 5-A (Normal),0
55,2,Dark Side 5-A (Normal),0
56,2,Dark Side 5-A (Normal),0
57,1,Dark Side 7-E (Normal),5
58,2,Dark Side 5-A (Normal),0
59,2,Dark Side 5-A (Normal),0
60,2,Dark Side 5-A (Normal),0
61,2,Fleet 1-A (Normal),9
62,2,Light Side 5-K (Normal),7
63,3,Fleet 1-C (Hard),3
64,1,Dark Side 7-E (Normal),2
65,1,Light Side 7-E (Normal),0
66,1,Light Side 7-E (Normal),3
