battleID,userID,battle,n_sims
1,1,Cantina 8-B,12
2,1,Light Side 8-D (Hard),5
3,1,Dark Side 5-D (Hard),2
4,1,Fleet 1-B (Hard),5
5,1,Fleet 5-A (Hard),2
6,3,Light Side 6-B (Hard),5
7,3,Dark Side 7-D (Hard),2
8,3,Fleet 2-A (Hard),5
9,3,Fleet 3-D (Hard),1
10,3,Cantina 5-D,5
11,3,Cantina 5-D,9
12,3,Dark Side 7-D (Hard),3
13,3,Fleet 3-D (Hard),4
14,3,Light Side 8-D (Hard),5
15,3,Fleet 2-E (Hard),1
16,3,Dark Side 9-B (Hard),1
17,1,Cantina 8-B,6
18,1,Dark Side 5-D (Hard),3
19,1,Dark Side 9-B (Hard),5
20,1,Light Side 8-H (Normal),2
21,1,Fleet 5-A (Hard),3
22,1,Fleet 5-H (Normal),6
23,1,Light Side 8-H (Normal),20
24,1,Light Side 8-H (Normal),17
25,1,Light Side 8-H (Normal),8
26,1,Fleet 5-H (Normal),4
27,3,Fleet 2-E (Hard),2
28,3,Dark Side 9-B (Hard),2
