battleID,userID,battle,n_sims
1,1,Dark Side 7-A (Hard),5
2,1,Fleet 2-E (Hard),5
3,1,Light Side 6-A (Hard),2
4,1,Fleet 1-B (Hard),1
5,1,Cantina 5-D,15
6,3,Cantina 8-D,4
7,3,Light Side 6-B (Hard),5
8,3,Dark Side 7-D (Hard),3
9,3,Fleet 3-D (Hard),5
10,3,Fleet 3-B (Hard),2
11,1,Light Side 6-A (Hard),3
12,1,Dark Side 8-A (Hard),5
13,1,Cantina 5-D,9
14,1,Fleet 1-B (Hard),4
15,1,Fleet 3-C (Normal),6
16,3,Cantina 8-D,6
17,3,Dark Side 7-D (Hard),2
18,3,Light Side 7-D (Hard),5
19,3,Fleet 3-B (Hard),3
20,3,Fleet 2-E (Hard),2
21,1,Light Side 8-D (Hard),4
22,1,Fleet 3-C (Normal),4
23,3,Light Side 8-D (Hard),4
24,3,Fleet 2-E (Hard),2
