battleID,userID,battle,n_sims
1,1,Dark Side 7-A (Hard),5
2,1,Cantina 8-B,20
3,1,Cantina 8-B,6
4,1,Light Side 6-A (Hard),5
5,1,Light Side 8-D (Hard),3
6,1,Fleet 2-E (Hard),5
7,1,Fleet 1-B (Hard),1
8,3,Cantina 5-D,5
9,3,Light Side 6-B (Hard),5
10,3,Dark Side 7-D (Hard),2
11,3,Fleet 2-A (Hard),5
12,3,Fleet 3-D (Hard),1
13,1,Cantina 8-B,7
14,1,Light Side 8-D (Hard),2
15,1,Dark Side 5-D (Hard),5
16,1,Dark Side 9-B (Hard),3
17,1,Fleet 1-B (Hard),4
18,3,Cantina 5-D,9
19,3,Dark Side 7-D (Hard),3
20,3,Fleet 3-D (Hard),4
21,3,Fleet 3-B (Hard),2
22,3,Light Side 8-D (Hard),5
23,3,Dark Side 9-B (Hard),4
24,3,Fleet 3-B (Hard),2
25,1,Fleet 5-A (Hard),5
26,1,Dark Side 9-B (Hard),2
27,1,Light Side 8-B (Hard),2
