battleID,userID,battle,n_sims
1,3,Cantina 6-G,9
2,3,Fleet 4-B (Hard),5
3,3,Dark Side 5-F (Hard),5
4,3,Light Side 1-D (Hard),5
5,3,Fleet 3-D (Hard),2
6,3,Light Side 6-E (Hard),1
7,1,Cantina 7-F,7
8,1,Fleet 3-D (Hard),3
9,1,Fleet 5-A (Normal),6
10,1,Light Side 9-A (Normal),16
11,3,Cantina 6-G,5
12,3,Dark Side 1-C (Hard),5
13,3,Light Side 1-C (Hard),5
14,3,Fleet 2-D (Hard),5
15,1,Light Side 8-A (Hard),5
16,1,Cantina 7-F,19
17,1,Fleet 1-B (Hard),5
18,1,Fleet 3-D (Hard),2
19,1,Dark Side 8-D (Normal),3
