battleID,userID,battle,n_sims
1,3,Cantina 2-B,9
2,2,Cantina 2-B,0
3,2,Cantina 2-B,0
4,2,Cantina 2-B,0
5,2,Cantina 2-B,0
6,2,Cantina 2-B,0
7,3,Fleet 1-A (Normal),0
8,2,Cantina 2-B,0
9,2,Cantina 2-B,0
10,2,Cantina 2-B,0
11,3,Dark Side 1-A (Hard),5
12,3,Light Side 5-D (Hard),3
13,2,Dark Side 1-A (Hard),0
14,2,Dark Side 1-A (Hard),0
15,2,Dark Side 1-A (Hard),0
16,2,Dark Side 1-A (Hard),0
17,2,Dark Side 1-A (Hard),0
18,2,Light Side 5-D (Hard),0
19,1,Fleet 2-D (Hard),5
20,1,Dark Side 1-A (Hard),5
21,1,Light Side 5-D (Hard),2
22,2,Light Side 5-D (Hard),0
23,2,Light Side 5-D (Hard),0
24,2,Light Side 5-D (Hard),0
25,2,Light Side 5-D (Hard),0
26,1,Light Side 5-D (Hard),1
27,2,Cantina 2-B,0
28,1,Cantina 2-B,20
29,2,Cantina 2-G,0
30,2,Cantina 2-G,0
31,2,Cantina 2-G,0
32,2,Cantina 2-B,0
33,2,Cantina 2-B,0
34,2,Cantina 2-B,0
35,2,Cantina 2-B,0
36,2,Cantina 2-B,0
37,2,Cantina 2-B,0
38,2,Cantina 2-B,0
39,2,Cantina 2-B,0
40,2,Cantina 2-B,0
41,2,Cantina 2-B,0
42,2,Cantina 2-B,0
43,2,Cantina 2-B,0
44,2,Cantina 2-B,0
45,2,Cantina 2-B,0
46,2,Cantina 2-B,0
47,2,Cantina 2-B,0
48,2,Cantina 2-B,0
49,2,Cantina 2-B,0
50,2,Cantina 2-B,0
51,2,Cantina 2-B,0
52,2,Cantina 2-B,0
53,2,Cantina 2-B,0
54,2,Cantina 2-B,0
55,2,Cantina 2-B,0
56,2,Cantina 2-B,0
57,2,Cantina 1-F,0
58,2,Cantina 1-F,0
59,2,Cantina 1-F,0
60,2,Cantina 1-F,0
