battleID,userID,battle,n_sims
1,1,Cantina 3-F,19
2,1,Dark Side 1-A (Hard),5
3,1,Light Side 3-C (Hard),5
4,1,Fleet 2-D (Hard),5
5,3,Cantina 3-F,20
6,3,Light Side 3-C (Hard),5
7,3,Dark Side 5-B (Hard),4
8,3,Fleet 2-B (Hard),5
9,4,Cantina 1-F,20
10,4,Cantina 1-F,20
11,4,Cantina 1-F,20
12,4,Cantina 1-F,2
13,4,Dark Side 1-A (Hard),5
14,4,Light Side 3-C (Hard),5
15,4,Fleet 1-C (Hard),5
16,2,Fleet 2-B (Hard),5
17,2,Cantina 4-B,20
18,2,Dark Side 1-A (Hard),5
19,2,Light Side 3-C (Hard),5
20,3,Cantina 3-F,9
21,3,Dark Side 5-B (Hard),1
22,3,Light Side 5-D (Hard),3
23,2,Dark Side 5-B (Hard),5
24,2,Fleet 1-C (Hard),5
25,1,Cantina 3-F,10
26,1,Dark Side 5-B (Hard),5
27,1,Light Side 5-D (Hard),5
28,1,Fleet 2-B (Hard),5
29,2,Fleet 2-G (Normal),10
30,2,Light Side 5-D (Hard),5
31,2,Dark Side 6-D (Hard),3
32,2,Cantina 4-B,6
33,3,Light Side 5-D (Hard),2
34,3,Dark Side 6-D (Hard),5
35,3,Fleet 1-C (Hard),5
36,3,Fleet 2-G (Normal),4
37,1,Fleet 1-C (Hard),5
38,1,Dark Side 6-D (Hard),5
