battleID,userID,battle,n_sims
1,2,Cantina 2-F,20
2,2,Cantina 2-F,20
3,2,Cantina 2-F,2
4,2,Light Side 5-D (Hard),2
5,2,Dark Side 5-B (Hard),5
6,2,Dark Side 7-E (Normal),5
7,3,Cantina 2-F,20
8,3,Cantina 2-F,18
9,2,Fleet 2-D (Hard),5
10,2,Fleet 1-C (Hard),1
11,1,Fleet 2-B (Hard),2
12,1,Fleet 2-D (Hard),2
13,1,Fleet 2-D (Hard),2
14,1,Dark Side 6-D (Hard),1
15,1,Cantina 2-F,20
16,1,Light Side 5-D (Hard),5
17,1,Dark Side 5-B (Hard),5
18,1,Cantina 7-A,4
19,4,Cantina 3-F,20
20,4,Cantina 3-F,20
21,4,Cantina 3-F,3
22,4,Light Side 3-C (Hard),5
23,4,Dark Side 6-D (Hard),5
24,4,Fleet 1-C (Hard),5
25,4,Fleet 2-D (Hard),3
26,4,Cantina 3-F,4
27,4,Light Side 5-D (Hard),2
28,1,Dark Side 7-E (Normal),10
29,1,Fleet 2-D (Hard),1
30,1,Fleet 3-C (Hard),1
31,1,Fleet 3-C (Hard),3
32,3,Cantina 2-F,9
33,3,Dark Side 5-B (Hard),5
34,3,Light Side 5-D (Hard),2
35,3,Fleet 1-C (Hard),5
36,3,Fleet 2-D (Hard),3
37,3,Dark Side 6-J (Normal),8
38,3,Fleet 3-B (Normal),0
39,3,Fleet 3-B (Normal),3
40,4,Light Side 5-D (Hard),3
41,4,Dark Side 5-B (Hard),4
42,4,Fleet 2-D (Hard),2
43,3,Fleet 2-B (Hard),3
44,4,Cantina 3-F,6
45,4,Cantina 4-B,20
46,4,Cantina 4-B,17
47,4,Dark Side 6-D (Hard),5
48,4,Fleet 2-B (Hard),5
49,2,Fleet 2-B (Hard),5
50,2,Fleet 2-D (Hard),2
51,1,Cantina 7-A,19
52,1,Dark Side 6-D (Hard),5
53,1,Light Side 5-D (Hard),3
54,1,Fleet 2-B (Hard),4
55,2,Cantina 2-F,20
56,2,Cantina 2-F,4
57,2,Dark Side 6-D (Hard),5
58,2,Cantina 2-F,10
59,2,Dark Side 5-B (Hard),5
60,2,Dark Side 7-E (Normal),13
61,2,Fleet 2-D (Hard),3
62,3,Cantina 2-F,5
63,3,Light Side 5-D (Hard),5
