battleID,userID,battle,n_sims
1,1,Cantina 5-C,8
2,1,Light Side 6-A (Hard),3
3,1,Fleet 1-B (Hard),4
4,1,Light Side 8-D (Hard),5
5,1,Fleet 3-B (Hard),3
6,3,Cantina 8-D,6
7,3,Dark Side 7-D (Hard),2
8,3,Dark Side 6-D (Hard),5
9,3,Light Side 9-D (Hard),2
10,3,Fleet 3-D (Hard),4
11,3,Fleet 3-B (Hard),2
12,3,Cantina 8-D,4
13,3,Light Side 6-B (Hard),5
14,3,Fleet 4-B (Hard),5
15,3,Dark Side 7-D (Hard),1
16,1,Fleet 2-E (Hard),5
17,1,Dark Side 7-A (Hard),5
18,1,Cantina 5-C,20
19,1,Cantina 5-C,6
20,1,Light Side 6-A (Hard),2
21,1,Fleet 1-B (Hard),2
