battleID,userID,battle,n_sims
1,3,Cantina 8-D,3
2,3,Light Side 6-B (Hard),5
3,3,Fleet 3-D (Hard),5
4,3,Dark Side 7-D (Hard),2
5,3,Fleet 3-B (Hard),1
6,1,Cantina 5-D,20
7,1,Cantina 5-D,5
8,1,Dark Side 7-A (Hard),5
9,1,Fleet 1-B (Hard),5
10,1,Light Side 6-A (Hard),3
11,1,Fleet 2-E (Hard),3
12,3,Cantina 8-D,7
13,3,Dark Side 7-D (Hard),3
14,3,Fleet 3-B (Hard),4
15,3,Light Side 5-D (Hard),5
16,3,Fleet 3-C (Hard),2
17,1,Cantina 2-G,14
18,1,Fleet 2-E (Hard),2
19,1,Light Side 6-A (Hard),2
20,1,Dark Side 8-A (Hard),5
21,1,Fleet 3-C (Normal),7
