battleID,userID,battle,n_sims
1,2,Fleet 2-D (Hard),5
2,4,Fleet 2-B (Hard),5
3,2,Cantina 4-B,20
4,2,Cantina 4-B,10
5,3,Fleet 2-D (Hard),5
6,2,Dark Side 1-A (Hard),5
7,2,Light Side 3-C (Hard),5
8,4,Cantina 3-F,18
9,4,Dark Side 1-A (Hard),5
10,4,Light Side 3-C (Hard),5
11,1,Cantina 4-B,17
12,1,Light Side 3-C (Hard),5
13,1,Dark Side 5-B (Hard),3
14,1,Fleet 2-D (Hard),5
15,1,Light Side 3-C (Hard),5
16,3,Cantina 2-F,20
17,3,Cantina 2-F,17
18,3,Dark Side 5-B (Hard),4
19,1,Cantina 4-B,8
20,1,Dark Side 5-B (Hard),2
21,1,Light Side 5-D (Hard),5
22,3,Dark Side 5-B (Hard),1
23,3,Cantina 2-F,11
24,3,Light Side 5-D (Hard),5
25,3,Fleet 2-B (Hard),4
26,2,Cantina 4-B,8
27,2,Dark Side 5-B (Hard),5
28,2,Light Side 5-D (Hard),2
29,1,Fleet 2-B (Hard),4
30,2,Fleet 2-B (Hard),4
31,4,Cantina 3-F,9
32,4,Dark Side 5-B (Hard),5
33,4,Light Side 5-D (Hard),3
34,4,Fleet 1-C (Hard),5
35,2,Cantina 4-B,3
36,2,Light Side 5-D (Hard),3
37,2,Dark Side 6-D (Hard),3
38,2,Dark Side 6-D (Hard),2
39,2,Fleet 2-B (Hard),1
40,2,Fleet 1-C (Hard),5
41,4,Cantina 3-F,2
42,4,Light Side 5-D (Hard),2
43,4,Light Side 6-D (Normal),14
44,4,Fleet 2-G (Normal),12
45,3,Cantina 2-F,1
46,3,Dark Side 6-D (Hard),4
47,3,Fleet 1-C (Hard),5
48,1,Cantina 4-B,3
49,1,Light Side 8-A (Hard),4
50,1,Fleet 3-C (Hard),5
