battleID,userID,battle,n_sims
1,1,Dark Side 7-A (Hard),5
2,1,Fleet 2-E (Hard),5
3,1,Light Side 6-A (Hard),2
4,1,Cantina 5-G ,15
5,1,Fleet 1-B (Hard),2
6,3,Cantina 6-B,1
7,3,Light Side 6-B (Hard),5
8,3,Fleet 2-A (Hard),5
9,3,Fleet 3-D (Hard),1
10,3,Cantina 5-D,4
11,1,Cantina 5-G ,8
12,1,Light Side 6-A (Hard),3
13,1,Light Side 8-D (Hard),5
14,1,Fleet 1-B (Hard),3
15,1,Fleet 5-A (Hard),3
16,1,Cantina 5-D,8
17,1,Dark Side 7-D (Hard),5
18,1,Light Side 8-D (Hard),3
19,1,Fleet 3-D (Hard),4
20,1,Fleet 3-B (Hard),1
