battleID,userID,battle,n_sims
1,2,Cantina 4-B,18
2,2,Cantina 4-B,6
3,2,Dark Side 1-A (Hard),5
4,2,Light Side 3-C (Hard),5
5,3,Fleet 2-D (Hard),5
6,2,Dark Side 5-B (Hard),5
7,2,Light Side 5-D (Hard),2
8,2,Fleet 2-D (Hard),5
9,2,Fleet 2-B (Hard),4
10,4,Fleet 1-C (Hard),5
11,4,Cantina 3-F,20
12,4,Cantina 3-F,20
13,4,Cantina 3-F,1
14,4,Dark Side 1-A (Hard),5
15,4,Light Side 3-C (Hard),4
16,1,Cantina 4-B,20
17,1,Cantina 4-B,9
18,1,Light Side 3-C (Hard),5
19,1,Dark Side 5-B (Hard),4
20,1,Fleet 2-D (Hard),5
21,3,Cantina 3-F,18
22,3,Light Side 3-C (Hard),5
23,3,Dark Side 5-B (Hard),4
24,1,Cantina 4-B,10
25,1,Dark Side 5-B (Hard),1
26,1,Light Side 5-D (Hard),5
27,1,Dark Side 6-D (Hard),5
28,1,Fleet 2-B (Hard),5
29,3,Dark Side 5-B (Hard),1
30,3,Light Side 5-D (Hard),5
31,1,Fleet 3-C (Hard),0
32,1,Fleet 3-C (Hard),2
33,3,Fleet 2-B (Hard),5
34,2,Cantina 4-B,5
35,2,Light Side 5-D (Hard),3
36,2,Dark Side 6-D (Hard),5
37,2,Fleet 2-B (Hard),1
38,2,Fleet 1-C (Hard),5
39,4,Cantina 3-F,5
40,4,Dark Side 5-B (Hard),5
41,4,Light Side 3-C (Hard),1
42,3,Fleet 1-C (Hard),5
43,1,Light Side 8-A (Hard),4
44,3,Dark Side 6-D (Hard),5
45,3,Cantina 3-F,7
46,3,Dark Side 7-D (Hard),2
47,2,Dark Side 3-I (Normal),11
