battleID,userID,battle,n_sims
1,4,Fleet 1-A (Normal),16
2,3,Fleet 1-C (Hard),5
3,4,Cantina 1-F,20
4,4,Dark Side 1-A (Hard),5
5,2,Cantina 1-F,20
6,2,Cantina 1-F,20
7,2,Cantina 1-F,12
8,2,Dark Side 1-A (Hard),5
9,4,Light Side 5-D (Hard),3
10,2,Cantina 1-F,7
11,2,Light Side 5-D (Hard),5
12,3,Cantina 1-F,20
13,3,Cantina 1-F,1
14,3,Dark Side 1-A (Hard),5
15,3,Light Side 5-D (Hard),2
16,2,Dark Side 4-E (Hard),5
17,2,Fleet 1-B (Normal),20
18,1,Cantina 3-F,18
19,1,Dark Side 1-A (Hard),5
20,1,Fleet 2-D (Hard),5
21,1,Light Side 5-D (Hard),3
22,3,Light Side 6-I (Normal),1
23,2,Dark Side 4-A (Hard),3
24,1,Cantina 3-F,6
25,1,Dark Side 5-B (Hard),5
26,4,Dark Side 5-B (Hard),5
27,4,Cantina 1-F,11
28,4,Fleet 1-A (Normal),16
29,2,Dark Side 4-A (Hard),2
30,2,Light Side 5-K (Normal),10
31,2,Light Side 5-K (Normal),6
32,2,Light Side 5-K (Normal),2
33,2,Fleet 1-D (Normal),16
34,2,Cantina 1-F,9
35,4,Dark Side 4-E (Hard),5
36,4,Dark Side 4-A (Hard),3
37,1,Cantina 3-F,5
38,1,Dark Side 6-D (Hard),5
39,1,Dark Side 4-E (Hard),5
40,1,Light Side 5-D (Hard),2
41,3,Cantina 1-F,9
