battleID,userID,battle,n_sims
1,3,Cantina 8-D,6
2,3,Dark Side 5-F (Hard),3
3,3,Light Side 1-D (Hard),5
4,3,Fleet 3-D (Hard),4
5,3,Fleet 3-B (Hard),2
6,3,Dark Side 9-E (Normal),5
7,1,Cantina 7-F,6
8,1,Dark Side 8-A (Hard),3
9,1,Light Side 8-D (Hard),5
10,1,Fleet 3-D (Hard),2
11,1,Fleet 3-B (Hard),3
12,3,Light Side 6-E (Hard),5
13,3,Fleet 3-B (Hard),2
14,1,Light Side 9-A (Normal),9
15,1,Fleet 3-B (Hard),2
16,1,Dark Side 8-D (Hard),5
17,1,Cantina 7-F,19
18,1,Dark Side 8-A (Hard),1
19,1,Fleet 1-B (Hard),5
20,1,Fleet 3-D (Hard),2
21,3,Cantina 8-D,4
22,3,Light Side 6-B (Hard),5
23,3,Dark Side 6-D (Hard),3
24,3,Fleet 4-B (Hard),5
