battleID,userID,battle,n_sims
1,2,Cantina 2-B,20
2,2,Cantina 2-B,20
3,2,Cantina 2-B,11
4,4,Cantina 2-B,20
5,4,Cantina 2-B,20
6,4,Cantina 2-B,11
7,4,Dark Side 1-A (Hard),5
8,4,Light Side 5-D (Hard),2
9,4,Fleet 1-A (Normal),15
10,2,Fleet 1-A (Normal),12
11,4,Light Side 4-J (Normal),1
12,3,Fleet 1-E (Normal),15
13,1,Fleet 2-D (Hard),5
14,3,Cantina 2-B,20
15,3,Cantina 2-B,2
16,3,Dark Side 1-A (Hard),5
17,1,Cantina 2-B,6
18,1,Cantina 2-B,2
19,1,Cantina 1-F,19
20,1,Light Side 5-D (Hard),3
21,1,Dark Side 1-A (Hard),5
22,1,Light Side 5-D (Hard),4
23,1,Dark Side 1-A (Hard),5
24,1,Light Side 5-D (Hard),5
25,2,Cantina 2-B,7
26,2,Fleet 1-A (Normal),8
27,2,Light Side 5-K (Normal),10
28,1,Cantina 1-F,9
29,1,Fleet 1-C (Hard),5
30,1,Dark Side 6-A (Hard),5
31,1,Cantina 1-F,18
32,1,Dark Side 5-B (Hard),5
33,1,Fleet 2-B (Hard),5
34,2,Cantina 2-B,8
35,2,Fleet 1-A (Normal),15
36,2,Dark Side 4-A (Hard),5
37,2,Dark Side 2-B (Hard),5
38,2,Light Side 5-K (Normal),6
39,1,Dark Side 8-B (Normal),10
40,4,Fleet 1-A (Normal),16
41,4,Dark Side 4-E (Hard),5
42,4,Dark Side 2-B (Hard),5
43,4,Dark Side 5-B (Hard),3
44,4,Cantina 1-F,8
