battleID,userID,battle,n_sims
1,3,Cantina 8-D,7
2,3,Dark Side 6-D (Hard),1
3,3,Dark Side 5-F (Hard),5
4,3,Light Side 1-D (Hard),5
5,3,Fleet 3-D (Hard),3
6,3,Fleet 3-B (Hard),3
7,1,Cantina 7-F,6
8,1,Dark Side 8-A (Hard),4
9,1,Light Side 8-D (Hard),5
10,1,Fleet 3-D (Hard),3
11,1,Fleet 3-B (Hard),3
12,3,Cantina 8-D,3
13,3,Light Side 6-B (Hard),5
14,3,Fleet 4-B (Hard),5
15,3,Dark Side 6-D (Hard),4
16,3,Fleet 3-D (Hard),2
17,1,Dark Side 8-D (Hard),5
18,1,Cantina 7-F,19
19,1,Dark Side 8-A (Hard),2
20,1,Fleet 1-B (Hard),5
21,1,Fleet 3-D (Hard),2
