battleID,userID,battle,n_sims
1,1,Cantina 2-G,20
2,1,Fleet 2-E (Hard),5
3,1,Cantina 2-G,16
4,1,Dark Side 7-A (Hard),5
5,1,Fleet 1-B (Hard),2
6,3,Cantina 8-D,3
7,3,Light Side 6-B (Hard),5
8,3,Fleet 3-D (Hard),4
9,3,Cantina 8-D,7
10,3,Dark Side 7-D (Hard),5
11,3,Fleet 3-D (Hard),1
12,3,Fleet 3-B (Hard),5
13,3,Light Side 5-D (Hard),4
14,1,Cantina 2-G,14
15,1,Light Side 6-A (Hard),5
16,1,Dark Side 8-A (Hard),5
17,1,Fleet 1-B (Hard),3
18,1,Fleet 3-C (Normal),9
19,1,Light Side 8-D (Hard),4
20,1,Fleet 3-C (Normal),4
21,3,Light Side 5-D (Hard),1
22,3,Fleet 3-C (Hard),2
23,3,Light Side 7-D (Hard),3
