battleID,userID,battle,n_sims
1,1,Dark Side 7-A (Hard),5
2,1,Cantina 5-G ,20
3,1,Cantina 5-G ,15
4,1,Light Side 6-A (Hard),5
5,1,Fleet 2-E (Hard),5
6,1,Light Side 8-D (Hard),3
7,1,Fleet 1-B (Hard),1
8,3,Light Side 6-B (Hard),4
9,3,Fleet 2-A (Hard),5
10,3,Cantina 5-D,5
11,3,Fleet 3-D (Hard),2
12,3,Cantina 5-D,9
13,3,Light Side 6-B (Hard),1
14,3,Dark Side 7-D (Hard),5
15,3,Light Side 8-D (Hard),2
16,3,Fleet 3-D (Hard),3
17,3,Fleet 3-B (Hard),2
18,3,Fleet 3-B (Hard),1
19,1,Cantina 5-G ,9
20,1,Light Side 8-D (Hard),2
21,1,Dark Side 5-D (Hard),5
22,1,Fleet 1-B (Hard),4
23,1,Fleet 5-A (Hard),3
24,1,Dark Side 9-B (Hard),2
