battleID,userID,battle,n_sims
1,2,Cantina 7-A,4
2,2,Dark Side 6-D (Hard),2
3,2,Dark Side 5-B (Hard),5
4,2,Fleet 1-C (Hard),3
5,3,Cantina 4-B,5
6,3,Dark Side 6-D (Hard),2
7,3,Dark Side 5-B (Hard),5
8,2,Fleet 2-D (Hard),3
9,2,Cantina 7-A,3
10,2,Dark Side 2-I (Normal),7
11,3,Cantina 4-B,5
12,3,Light Side 6-A (Normal),6
13,3,Fleet 1-C (Hard),3
14,3,Fleet 2-D (Hard),3
15,4,Cantina 4-B,11
16,4,Dark Side 5-B (Hard),2
17,4,Dark Side 3-I (Normal),8
18,4,Dark Side 3-I (Normal),4
19,4,Dark Side 3-I (Normal),12
20,4,Fleet 2-D (Hard),3
21,1,Cantina 7-A,6
22,1,Dark Side 6-D (Hard),5
23,1,Light Side 5-D (Hard),3
24,1,Light Side 8-A (Hard),2
25,1,Fleet 2-B (Hard),1
26,1,Fleet 2-D (Hard),1
27,1,Fleet 2-D (Hard),4
28,1,Cantina 7-A,19
29,1,Dark Side 6-D (Hard),5
30,1,Dark Side 5-B (Hard),3
31,4,Fleet 2-B (Hard),5
32,1,Fleet 2-D (Hard),3
33,2,Fleet 2-B (Hard),5
34,2,Fleet 1-C (Hard),2
35,4,Cantina 4-B,20
36,4,Cantina 4-B,10
37,4,Dark Side 1-A (Hard),5
38,4,Light Side 5-D (Hard),5
39,2,Cantina 7-A,19
40,2,Light Side 5-D (Hard),5
41,2,Dark Side 6-D (Hard),3
42,3,Cantina 4-B,20
43,3,Cantina 4-B,10
44,3,Light Side 5-D (Hard),5
45,3,Dark Side 6-D (Hard),3
46,3,Fleet 2-B (Hard),5
47,3,Fleet 1-C (Hard),2
