battleID,userID,battle,n_sims
1,2,Fleet 2-B (Hard),5
2,3,Fleet 2-B (Hard),5
3,3,Cantina 2-F,6
4,3,Dark Side 5-B (Hard),3
5,3,Light Side 5-D (Hard),3
6,2,Cantina 2-F,20
7,2,Cantina 2-F,1
8,2,Dark Side 5-B (Hard),3
9,2,Light Side 5-D (Hard),3
10,1,Fleet 2-B (Hard),5
11,4,Fleet 2-B (Hard),5
12,1,Cantina 2-F,20
13,1,Cantina 2-F,20
14,2,Fleet 2-D (Hard),1
15,1,Cantina 2-F,13
16,1,Dark Side 6-D (Hard),5
17,4,Cantina 3-F,17
18,4,Dark Side 1-A (Hard),3
19,4,Light Side 3-C (Hard),5
20,1,Dark Side 5-B (Hard),1
21,3,Cantina 2-F,10
22,3,Dark Side 6-D (Hard),5
23,3,Dark Side 5-B (Hard),2
24,3,Fleet 2-D (Hard),4
25,3,Light Side 5-D (Hard),2
26,3,Light Side 5-A (Normal),2
27,1,Light Side 5-D (Hard),5
28,1,Cantina 2-F,11
29,2,Cantina 2-F,7
30,2,Dark Side 6-D (Hard),5
31,2,Dark Side 5-B (Hard),2
32,2,Fleet 2-D (Hard),4
33,2,Light Side 5-D (Hard),2
34,2,Fleet 1-C (Hard),4
35,1,Dark Side 5-B (Hard),4
36,1,Fleet 2-D (Hard),5
37,1,Dark Side 7-E (Normal),6
38,1,Cantina 2-F,3
39,1,Dark Side 7-E (Normal),7
40,1,Fleet 3-C (Hard),3
41,4,Cantina 3-F,6
42,4,Dark Side 6-D (Hard),5
43,4,Dark Side 5-B (Hard),5
44,4,Fleet 1-C (Hard),5
45,4,Fleet 2-D (Hard),2
46,2,Dark Side 7-E (Normal),8
47,2,Fleet 1-C (Hard),1
48,3,Dark Side 7-E (Normal),7
