battleID,userID,battle,n_sims
1,3,Cantina 6-G,5
2,3,Fleet 2-D (Hard),5
3,3,Dark Side 5-B (Hard),5
4,3,Dark Side 5-F (Hard),3
5,3,Fleet 3-D (Hard),1
6,3,Cantina 6-G,3
7,3,Dark Side 5-F (Hard),2
8,1,Cantina 7-F,6
9,1,Light Side 8-G (Normal),17
10,1,Fleet 3-D (Hard),3
11,1,Fleet 4-C (Normal),7
12,1,Light Side 8-A (Hard),5
13,1,Cantina 7-F,19
14,1,Fleet 1-B (Hard),5
15,1,Fleet 3-D (Hard),2
16,1,Light Side 9-H (Normal),3
17,3,Cantina 6-G,5
18,3,Dark Side 1-C (Hard),5
19,3,Light Side 1-C (Hard),5
20,3,Dark Side 5-B (Hard),1
21,3,Fleet 2-D (Hard),5
22,3,Fleet 4-B (Hard),2
