battleID,userID,battle,n_sims
1,3,Cantina 8-D,3
2,3,Light Side 6-B (Hard),5
3,3,Dark Side 7-D (Hard),3
4,3,Fleet 3-D (Hard),5
5,3,Fleet 3-B (Hard),1
6,1,Fleet 2-E (Hard),5
7,1,Cantina 5-D,15
8,1,Dark Side 7-A (Hard),5
9,1,Light Side 6-A (Hard),2
10,1,Fleet 1-B (Hard),1
11,3,Cantina 8-D,7
12,3,Dark Side 7-D (Hard),2
13,3,Fleet 3-B (Hard),4
14,3,Light Side 7-D (Hard),5
15,3,Fleet 2-E (Hard),2
16,3,Light Side 8-D (Hard),1
17,1,Cantina 5-D,8
18,1,Light Side 6-A (Hard),3
19,1,Dark Side 8-A (Hard),5
20,1,Fleet 3-B (Hard),4
21,1,Fleet 3-C (Normal),6
22,1,Light Side 8-D (Hard),4
23,1,Fleet 3-C (Normal),4
24,3,Light Side 8-D (Hard),4
25,3,Fleet 2-E (Hard),2
