battleID,reward,count
1,Jedi Knight Anakin,2
1,Ability Material Mk III,1
1,Ability Material Mk II,3
1,Ability Material Mk I,2
2,Mk 5 Athakam Medpac Component,4
2,Mk 6 Carbanti Sensor Array Salvage,1
2,Mk 1 Zaltin Bacta Gel Prototype Salvage,6
2,Mk 3 Chiewab Hypo Syringe Prototype Salvage,6
2,Mk 5 BlasTech Weapon Mod Prototype,5
3,Mk 5 A/KT Stun Gun Prototype Salvage,1
3,Mk 1 Zaltin Bacta Gel Prototype Salvage,1
3,Mk 3 BAW Armor Mod,1
3,Reinforcement Materials,1
4,Mk 12 ArmaTek Data Pad Prototype Salvage,2
4,Mk 4 Chiewab Hypo Syringe Prototype Salvage,2
4,Ship Ability Material Omega,1
4,Reinforcement Materials,2
5,Mother Talzin,2
5,Mk 8 BlasTech Weapon Mod Prototype Salvage,1
5,Mk 1 Athakam Medpac Salvage,2
5,Mk 6 Neuro-Saav Electrobinoculars Prototype Salvage,1
6,Incomplete Signal Data,17
6,Ability Material Mk III,3
6,Ability Material Mk II,12
6,Ability Material Mk I,8
7,Incomplete Signal Data,8
7,Ability Material Mk III,2
7,Ability Material Mk II,4
7,Ability Material Mk I,5
8,Mk 3 Arakyd Droid Caller Salvage,1
8,Mk 4 BlasTech Weapon Mod Prototype,4
