battleID,reward,count
1,Ezra Bridger,5
1,Ability Material Mk III,1
1,Ability Material Mk II,1
1,Ability Material Mk I,6
2,Sabine Wren,3
2,Mk 2 CEC Fusion Furnace,5
2,Mk 1 BlasTech Weapon Mod,3
2,Mk 1 Nubian Security Scanner,1
3,Ezra Bridger,3
3,Ability Material Mk I,1
4,Sabine Wren,3
4,Mk 2 CEC Fusion Furnace,1
4,Mk 1 BlasTech Weapon Mod,1
4,Mk 1 Nubian Security Scanner,2
5,Mk 1 Czerka Stun Cuffs,1
5,Mk 1 BioTech Implant,1
5,Mk 1 BlasTech Weapon Mod,1
6,Sabine Wren,3
6,Mk 2 CEC Fusion Furnace,2
6,Mk 1 Nubian Security Scanner,3
6,Mk 1 BlasTech Weapon Mod,5
7,Mace Windu,1
7,Mk 1 Czerka Stun Cuffs,3
7,Mk 1 BioTech Implant,4
7,Mk 1 BlasTech Weapon Mod,2
8,Ezra Bridger,4
8,Ability Material Mk II,3
8,Ability Material Mk I,4
9,Zaalbar,3
9,Mk 5 Loronar Power Cell Salvage,1
9,Mk 3 Neuro-Saav Electrobinoculars,1
9,Mk 3 BlasTech Weapon Mod,2
10,Bastila Shan,2
10,Mk 6 Chiewab Hypo Syringe Salvage,2
10,Mk 6 Loronar Power Cell Salvage,2
10,Mk 5 BioTech Implant Prototype,3
11,Ezra Bridger,1
11,Ability Material Mk II,1
11,Ability Material Mk I,4
12,Ezra Bridger,4
12,Ability Material Mk I,2
13,Ezra Bridger,1
13,Ability Material Mk II,1
14,Vandor Chewbacca,3
14,Mk 3 Merr-Sonn Thermal Detonator Prototype Salvage,3
14,Mk 4 Nubian Security Scanner Prototype Salvage,1
14,Mk 1 Merr-Sonn Shield Generator,1
14,Mk 1 CEC Fusion Furnace,4
15,Zaalbar,2
15,Mk 5 Loronar Power Cell Salvage,2
15,Mk 3 Neuro-Saav Electrobinoculars,5
15,Mk 3 BlasTech Weapon Mod,2
16,Mk 3 Neuro-Saav Electrobinoculars,1
17,Mk 3 Neuro-Saav Electrobinoculars,1
18,Mk 3 Neuro-Saav Electrobinoculars,1
19,Mk 3 Neuro-Saav Electrobinoculars,1
20,Mk 3 Neuro-Saav Electrobinoculars,1
21,Mk 3 Neuro-Saav Electrobinoculars,1
22,Mk 3 Neuro-Saav Electrobinoculars,1
23,Ezra Bridger,3
24,Zaalbar,1
24,Mk 3 Neuro-Saav Electrobinoculars,1
25,Mk 5 Chiewab Hypo Syringe Prototype Salvage,1
25,Mk 4 BAW Armor Mod Salvage,1
25,Mk 2 Fabritech Data Pad,1
26,Luke Skywalker (Farmboy),2
26,Mk 4 Arakyd Droid Caller Salvage,3
26,Mk 3 Carbanti Sensor Array Salvage,1
26,Mk 5 Loronar Power Cell Salvage,2
27,Mk 8 BlasTech Weapon Mod Prototype Salvage,1
28,Ezra Bridger,5
28,Ability Material Mk III,1
28,Ability Material Mk II,1
28,Ability Material Mk I,4
29,Ezra Bridger,1
29,Ability Material Mk II,3
29,Ability Material Mk I,4
30,Ezra Bridger,6
30,Ability Material Mk III,1
30,Ability Material Mk I,2
31,Ezra Bridger,6
31,Ability Material Mk II,2
31,Ability Material Mk I,2
32,Ezra Bridger,2
32,Ability Material Mk I,1
33,Zaalbar,1
33,Mk 3 Neuro-Saav Electrobinoculars,1
34,Zaalbar,1
34,Mk 5 Loronar Power Cell Salvage,1
34,Mk 3 Neuro-Saav Electrobinoculars,1
35,Ezra Bridger,5
35,Ability Material Mk II,2
35,Ability Material Mk I,3
36,Ezra Bridger,8
36,Ability Material Mk II,4
36,Ability Material Mk I,1
37,Ezra Bridger,5
37,Ability Material Mk III,1
37,Ability Material Mk II,3
37,Ability Material Mk I,1
38,Ezra Bridger,5
38,Ability Material Mk II,1
38,Ability Material Mk I,2
39,Young Lando Calrissian,3
39,Lando's Millennium Falcon,3
39,Mk 1 Chiewab Hypo Syringe Prototype,1
41,Mk 3 BioTech Implant,1
42,Mk 6 Neuro-Saav Electrobinoculars Prototype Salvage,1
43,Mk 6 BioTech Implant Prototype Salvage,1
44,Mk 1 Chedak Comlink Salvage,2
44,Mk 5 Chiewab Hypo Syringe Prototype Salvage,2
44,Mk 1 Czerka Stun Cuffs,1
45,Mk 1 Chedak Comlink Salvage,1
45,Mk 1 Czerka Stun Cuffs,1
47,Biggs Darklighter,3
47,Mk 1 Carbanti Sensor Array Prototype Salvage,2
47,Mk 1 Zaltin Bacta Gel Prototype Salvage,1
47,Mk 3 BioTech Implant,1
47,Mk 2 Chiewab Hypo Syringe,2
