battleID,reward,count
1,Imperial TIE Fighter,4
1,Mk 8 BlasTech Weapon Mod Prototype Salvage,2
1,Mk 3 Neuro-Saav Electrobinoculars,1
2,Slave I,3
2,Mk 5 Chiewab Hypo Syringe Prototype Salvage,2
2,Mk 4 BAW Armor Mod Salvage,1
3,Imperial TIE Fighter,2
3,Mk 3 Neuro-Saav Electrobinoculars,1
4,Slave I,1
4,Mk 5 Chiewab Hypo Syringe Prototype Salvage,1
4,Mk 4 BAW Armor Mod Salvage,2
4,Mk 2 Fabritech Data Pad,2
4,Ship Ability Material Mk I,2
5,Kylo Ren (Unmasked),8
5,TIE Silencer,6
5,Ability Material Mk II,8
5,Ability Material Mk I,10
6,Kylo Ren (Unmasked),1
6,TIE Silencer,3
6,Ability Material Mk II,1
7,Sabine Wren,2
7,Mk 2 CEC Fusion Furnace,3
7,Mk 1 BlasTech Weapon Mod,1
7,Mk 1 Nubian Security Scanner,1
8,Stormtrooper,1
8,Mk 1 Arakyd Droid Caller,2
9,Ezra Bridger,5
9,Ability Material Mk III,1
9,Ability Material Mk II,2
9,Ability Material Mk I,2
10,Ezra Bridger,10
10,Ability Material Mk II,2
10,Ability Material Mk I,6
11,Ezra Bridger,4
11,Ability Material Mk II,1
11,Ability Material Mk I,4
12,Sabine Wren,1
12,Mk 2 CEC Fusion Furnace,2
12,Mk 1 BlasTech Weapon Mod,2
12,Mk 1 Nubian Security Scanner,1
13,Mk 3 BlasTech Weapon Mod,2
13,Mk 1 TaggeCo Holo Lens,3
14,Kylo Ren (Unmasked),2
14,TIE Silencer,3
14,Ability Material Mk II,2
14,Ability Material Mk I,1
15,Stormtrooper,2
15,Mk 3 BlasTech Weapon Mod,1
15,Mk 1 Arakyd Droid Caller,4
15,Mk 1 TaggeCo Holo Lens,1
16,Bastila Shan,2
16,Mk 4 CEC Fusion Furnace Prototype Salvage,2
16,Mk 7 BlasTech Weapon Mod Prototype Salvage,2
16,Mk 3 Arakyd Droid Caller Salvage,1
17,Kylo Ren (Unmasked),7
17,TIE Silencer,10
17,Ability Material Mk III,1
17,Ability Material Mk II,3
17,Ability Material Mk I,6
18,Sabine Wren,1
18,Mk 2 CEC Fusion Furnace,2
18,Mk 1 Nubian Security Scanner,2
18,Mk 1 BlasTech Weapon Mod,1
19,Stormtrooper,2
19,Mk 3 BlasTech Weapon Mod,3
19,Mk 1 Arakyd Droid Caller,3
19,Mk 1 TaggeCo Holo Lens,1
20,Zaalbar,1
20,Mk 8 BlasTech Weapon Mod Prototype Salvage,3
20,Mk 5 Loronar Power Cell Salvage,2
20,Mk 3 BlasTech Weapon Mod,3
20,Mk 3 Neuro-Saav Electrobinoculars,4
21,Kylo Ren (Unmasked),6
21,TIE Silencer,4
21,Ability Material Mk III,2
21,Ability Material Mk II,1
21,Ability Material Mk I,3
22,Bastila Shan,2
22,Mk 7 BlasTech Weapon Mod Prototype Salvage,1
22,Mk 5 BlasTech Weapon Mod Prototype,1
23,Bastila Shan,1
23,Mk 5 BioTech Implant Prototype,1
23,Ship Ability Material Mk II,1
24,Kylo Ren (Unmasked),6
24,TIE Silencer,3
24,Ability Material Mk I,2
25,Bastila Shan,1
25,Mk 4 CEC Fusion Furnace Prototype Salvage,1
25,Mk 3 Arakyd Droid Caller Salvage,1
25,Mk 7 BlasTech Weapon Mod Prototype Salvage,2
26,Mk 3 Carbanti Sensor Array Salvage,1
26,Mk 3 Merr-Sonn Thermal Detonator Prototype Salvage,1
26,Mk 2 Chiewab Hypo Syringe ,1
27,Mk 2 Chiewab Hypo Syringe ,1
28,Kylo Ren (Unmasked),2
28,TIE Silencer,1
28,Ability Material Mk II,1
28,Ability Material Mk I,2
29,Mk 3 BlasTech Weapon Mod,2
29,Mk 1 Arakyd Droid Caller,2
29,Mk 1 TaggeCo Holo Lens,2
30,Ezra Bridger,1
30,Ability Material Mk II,1
30,Ability Material Mk I,2
31,Mk 1 Arakyd Droid Caller,1
32,Mk 4 CEC Fusion Furnace Prototype Salvage,3
32,Mk 7 BlasTech Weapon Mod Prototype Salvage,3
32,Mk 3 Arakyd Droid Caller Salvage,2
32,Mk 5 BlasTech Weapon Mod Prototype,3
33,Mk 1 Zaltin Bacta Gel Prototype Salvage,8
33,Mk 5 Fabritech Data Pad,7
34,Jolee Bindo,2
34,Mk 3 Carbanti Sensor Array Salvage,2
34,Mk 6 Loronar Power Cell Salvage,3
34,Mk 2 Chiewab Hypo Syringe ,2
35,Kylo Ren (Unmasked),1
35,Ability Material Mk II,1
36,Mk 4 CEC Fusion Furnace Prototype Salvage,2
36,Mk 3 Arakyd Droid Caller Salvage,2
36,Mk 7 BlasTech Weapon Mod Prototype Salvage,1
36,Mk 5 BlasTech Weapon Mod Prototype,4
37,Jolee Bindo,1
37,Mk 2 Chiewab Hypo Syringe ,2
38,Mk 5 Chiewab Hypo Syringe Prototype Salvage,1
38,Mk 4 BAW Armor Mod Salvage,1
38,Mk 2 Fabritech Data Pad,1
39,Mk 2 Zaltin Bacta Gel Prototype Salvage,3
39,Mk 5 BioTech Implant Prototype,2
39,Mk 6 Loronar Power Cell Salvage,4
40,Imperial TIE Fighter,2
40,Mk 8 BlasTech Weapon Mod Prototype Salvage,1
40,Mk 3 Neuro-Saav Electrobinoculars,2
41,Jolee Bindo,1
41,Mk 3 Carbanti Sensor Array Salvage,1
41,Mk 3 Merr-Sonn Thermal Detonator Prototype Salvage,2
41,Mk 6 Loronar Power Cell Salvage,1
41,Mk 2 Chiewab Hypo Syringe ,3
42,Carth Onasi,1
42,Mk 3 Carbanti Sensor Array Salvage,1
42,Ship Ability Material Mk II,1
43,Ability Material Mk I,2
44,Kylo Ren (Unmasked),1
44,TIE Silencer,1
44,Ability Material Mk II,1
44,Ability Material Mk I,2
45,Mk 8 BlasTech Weapon Mod Prototype Salvage,1
45,Mk 4 CEC Fusion Furnace Prototype Salvage,1
45,Mk 1 Athakam Medpac Salvage,2
45,Mk 6 Neuro-Saav Electrobinoculars Prototype Salvage,1
46,Mk 5 A/KT Stun Gun Prototype Salvage,3
46,Mk 7 BAW Armor Mod Prototype Salvage,2
46,Mk 4 Loronar Power Cell Prototype,3
