battleID,reward,count
1,Jedi Knight Anakin,4
1,Ability Material Mk III,2
1,Ability Material Mk II,2
1,Ability Material Mk I,4
2,Mk 5 Athakam Medpac Component,2
2,Mk 6 Carbanti Sensor Array Salvage,2
2,Mk 3 Chiewab Hypo Syringe Prototype Salvage,6
2,Mk 1 Zaltin Bacta Gel Prototype Salvage,7
2,Mk 5 BlasTech Weapon Mod Prototype,5
3,Scimitar,1
3,Mk 5 A/KT Stun Gun Prototype Salvage,1
3,Mk 3 BAW Armor Mod,1
4,Mk 12 ArmaTek Data Pad Prototype Salvage,3
4,Reinforcement Materials,1
4,Ship Ability Material Mk III,1
4,Ship Ability Material Mk I,1
5,Jedi Knight Anakin,4
5,Ability Material Mk III,4
5,Ability Material Mk II,12
5,Ability Material Mk I,9
6,Mother Talzin,2
6,Mk 4 CEC Fusion Furnace Prototype Salvage,1
6,Mk 8 BlasTech Weapon Mod Prototype Salvage,1
6,Mk 6 Neuro-Saav Electrobinoculars Prototype Salvage,3
6,Mk 1 Athakam Medpac Salvage,3
7,Anakin's Eta-2 Starfighter,3
7,Mk 8 BlasTech Weapon Mod Prototype Salvage,2
8,Mk 5 A/KT Stun Gun Prototype Salvage,1
8,Mk 3 BAW Armor Mod,2
8,Reinforcement Materials,1
9,Mk 5 Athakam Medpac Component,1
9,Mk 1 Zaltin Bacta Gel Prototype Salvage,3
9,Mk 5 BlasTech Weapon Mod Prototype,1
