battleID,reward,count
1,Mk 3 Neuro-Saav Electrobinoculars,6
1,Mk 1 BAW Armor Mod,3
2,Imperial TIE Fighter,1
2,Mk 8 BlasTech Weapon Mod Prototype Salvage,1
2,Mk 3 Neuro-Saav Electrobinoculars,2
2,Ship Ability Material Mk I,1
3,Mk 3 Neuro-Saav Electrobinoculars,8
3,Mk 1 BAW Armor Mod,1
4,Bastila Shan,2
4,Mk 6 Chiewab Hypo Syringe Salvage,1
4,Mk 5 BioTech Implant Prototype,2
4,Mk 6 Loronar Power Cell Salvage,1
4,Ship Ability Material Mk I,1
5,Ezra Bridger,3
5,Ability Material Mk I,1
6,Ezra Bridger,6
6,Ability Material Mk III,1
6,Ability Material Mk II,2
6,Ability Material Mk I,4
7,Sabine Wren,2
7,Mk 2 CEC Fusion Furnace,4
7,Mk 1 BlasTech Weapon Mod,3
7,Mk 1 Nubian Security Scanner,2
8,Zaalbar,1
8,Mk 5 Loronar Power Cell Salvage,1
8,Mk 3 BlasTech Weapon Mod,1
8,Mk 3 Neuro-Saav Electrobinoculars,2
9,Sabine Wren,2
9,Mk 2 CEC Fusion Furnace,2
9,Mk 1 Nubian Security Scanner,1
10,Zaalbar,1
10,Mk 8 BlasTech Weapon Mod Prototype Salvage,2
10,Mk 5 Loronar Power Cell Salvage,4
10,Mk 3 Neuro-Saav Electrobinoculars,3
10,Mk 3 BlasTech Weapon Mod,1
11,Sabine Wren,1
11,Mk 2 CEC Fusion Furnace,4
11,Mk 1 BlasTech Weapon Mod,3
11,Mk 1 Nubian Security Scanner,2
12,Zaalbar,2
12,Mk 5 Loronar Power Cell Salvage,1
12,Mk 3 BlasTech Weapon Mod,2
12,Mk 3 Neuro-Saav Electrobinoculars,1
13,Sabine Wren,2
13,Mk 2 CEC Fusion Furnace,3
13,Mk 1 BlasTech Weapon Mod,3
13,Mk 1 Nubian Security Scanner,4
14,Zaalbar,1
14,Mk 8 BlasTech Weapon Mod Prototype Salvage,2
14,Mk 5 Loronar Power Cell Salvage,3
14,Mk 3 BlasTech Weapon Mod,2
15,Ezra Bridger,4
15,Ability Material Mk II,3
15,Ability Material Mk I,1
16,Zaalbar,2
16,Mk 5 Loronar Power Cell Salvage,1
16,Mk 3 BlasTech Weapon Mod,2
16,Mk 3 Neuro-Saav Electrobinoculars,1
17,Ezra Bridger,3
17,Ability Material Mk II,1
17,Ability Material Mk I,1
18,Hera Syndulla,4
18,Ability Material Mk III,1
18,Ability Material Mk I,2
19,Biggs Darklighter,2
19,Mk 1 Zaltin Bacta Gel Prototype Salvage,2
19,Mk 1 Carbanti Sensor Array Prototype Salvage,1
19,Mk 2 Chiewab Hypo Syringe,3
19,Mk 3 BioTech Implant,2
20,Boba Fett,3
20,Mk 5 BlasTech Weapon Mod Prototype,5
20,Mk 1 Neuro-Saav Electrobinoculars,2
21,Mk 6 Loronar Power Cell Salvage,1
21,Mk 2 CEC Fusion Furnace,3
22,Hera Syndulla,4
23,Ezra Bridger,5
23,Ability Material Mk II,1
23,Ability Material Mk I,1
24,Mk 3 Neuro-Saav Electrobinoculars,2
24,Mk 1 BAW Armor Mod,1
25,Ezra Bridger,2
25,Ability Material Mk II,1
26,Mk 3 Neuro-Saav Electrobinoculars,8
26,Mk 1 BAW Armor Mod,4
27,Mk 5 SoroSuub Keypad Salvage,1
27,Mk 5 Fabritech Data Pad,1
28,Mk 5 Nubian Security Scanner Prototype Salvage,2
28,Mk 3 BAW Armor Mod ,4
29,Jolee Bindo,1
29,Mk 6 Loronar Power Cell Salvage,1
29,Mk 3 Merr-Sonn Thermal Detonator Prototype Salvage,1
29,Mk 2 Chiewab Hypo Syringe,3
30,Imperial TIE Fighter,1
30,Mk 8 BlasTech Weapon Mod Prototype Salvage,1
30,Mk 3 Neuro-Saav Electrobinoculars,1
31,Hera Syndulla,2
31,Ability Material Mk III,1
31,Ability Material Mk II,1
