battleID,reward,count
1,Slave I,1
1,Mk 5 Chiewab Hypo Syringe Prototype Salvage,2
1,Mk 2 Fabritech Data Pad,2
2,Slave I,2
2,Mk 5 Chiewab Hypo Syringe Prototype Salvage,1
2,Mk 4 BAW Armor Mod Salvage,1
2,Ship Ability Material Mk II,1
2,Ship Ability Material Mk I,2
3,Slave I,1
3,Mk 5 Chiewab Hypo Syringe Prototype Salvage,2
3,Mk 2 Fabritech Data Pad,1
4,Obi-Wan Kenobi (Old Ben),3
4,Ability Material Mk I,4
5,Bastila Shan,1
5,Mk 4 CEC Fusion Furnace Prototype Salvage,2
5,Mk 3 Arakyd Droid Caller Salvage,1
5,Mk 7 BlasTech Weapon Mod Prototype Salvage,3
5,Mk 5 BlasTech Weapon Mod Prototype,3
6,Slave I,1
6,Mk 4 BAW Armor Mod Salvage,2
7,Jolee Bindo,3
7,Mk 6 Loronar Power Cell Salvage,1
7,Mk 2 Chiewab Hypo Syringe,3
8,Obi-Wan Kenobi (Old Ben),11
8,Ability Material Mk II,3
8,Ability Material Mk I,2
9,Bastila Shan,1
9,Mk 4 CEC Fusion Furnace Prototype Salvage,1
9,Mk 7 BlasTech Weapon Mod Prototype Salvage,2
9,Mk 3 Arakyd Droid Caller Salvage,1
9,Mk 5 BlasTech Weapon Mod Prototype,2
10,Jolee Bindo,1
10,Mk 3 Carbanti Sensor Array Salvage,1
10,Mk 6 Loronar Power Cell Salvage,2
10,Mk 3 Merr-Sonn Thermal Detonator Prototype Salvage,2
10,Mk 2 Chiewab Hypo Syringe,1
11,Obi-Wan Kenobi (Old Ben),6
11,Ability Material Mk III,2
11,Ability Material Mk II,1
11,Ability Material Mk I,3
12,Ability Material Mk I,1
13,Mk 5 BlasTech Weapon Mod Prototype,2
14,Mk 3 Merr-Sonn Thermal Detonator Prototype Salvage,1
14,Mk 2 Chiewab Hypo Syringe,1
15,Kylo Ren (Unmasked),9
15,TIE Silencer,2
15,Ability Material Mk III,2
15,Ability Material Mk II,2
15,Ability Material Mk I,3
16,Kylo Ren (Unmasked),3
16,TIE Silencer,2
16,Ability Material Mk II,2
16,Ability Material Mk I,3
17,Mk 3 BlasTech Weapon Mod,2
17,Mk 1 TaggeCo Holo Lens,2
17,Mk 1 Arakyd Droid Caller,1
18,Bastila Shan,1
18,Mk 4 CEC Fusion Furnace Prototype Salvage,1
18,Mk 3 Arakyd Droid Caller Salvage,1
18,Mk 7 BlasTech Weapon Mod Prototype Salvage,1
18,Mk 5 BlasTech Weapon Mod Prototype,1
19,Kylo Ren (Unmasked),3
19,Ability Material Mk I,1
20,Sabine Wren,2
20,Mk 2 CEC Fusion Furnace,3
20,Mk 1 Nubian Security Scanner,3
20,Mk 1 BlasTech Weapon Mod,1
21,Stormtrooper,1
21,Mk 3 BlasTech Weapon Mod,1
21,Mk 1 Arakyd Droid Caller,1
22,Mk 4 CEC Fusion Furnace Prototype Salvage,1
22,Mk 5 BlasTech Weapon Mod Prototype,1
23,Jolee Bindo,1
23,Mk 3 Merr-Sonn Thermal Detonator Prototype Salvage,1
24,Bastila Shan,1
24,Mk 6 Chiewab Hypo Syringe Salvage,1
24,Mk 6 Loronar Power Cell Salvage,1
25,Obi-Wan Kenobi (Old Ben),6
25,Ability Material Mk II,1
26,Mk 2 Chiewab Hypo Syringe,1
27,Zaalbar,2
27,Mk 5 Loronar Power Cell Salvage,1
27,Mk 3 Neuro-Saav Electrobinoculars,3
27,Mk 3 BlasTech Weapon Mod,4
28,Bastila Shan,1
29,Jolee Bindo,1
29,Mk 3 Merr-Sonn Thermal Detonator Prototype Salvage,2
29,Mk 6 Loronar Power Cell Salvage,2
29,Mk 2 Chiewab Hypo Syringe,3
30,TIE Silencer,1
30,Ability Material Mk II,1
30,Ability Material Mk I,2
31,Zaalbar,1
31,Mk 8 BlasTech Weapon Mod Prototype Salvage,1
31,Mk 5 Loronar Power Cell Salvage,2
31,Mk 3 BlasTech Weapon Mod,2
31,Mk 3 Neuro-Saav Electrobinoculars,2
33,Mk 3 Neuro-Saav Electrobinoculars,1
33,Ship Ability Material Mk I,1
34,Obi-Wan Kenobi (Old Ben),1
34,Ability Material Mk II,1
34,Ability Material Mk I,1
35,Mk 4 CEC Fusion Furnace Prototype Salvage,2
35,Mk 5 BlasTech Weapon Mod Prototype,1
36,Bastila Shan,1
36,Mk 6 Chiewab Hypo Syringe Salvage,3
36,Mk 6 Loronar Power Cell Salvage,2
36,Mk 5 BioTech Implant Prototype,2
37,Zaalbar,2
37,Mk 5 Loronar Power Cell Salvage,2
37,Mk 3 Neuro-Saav Electrobinoculars,2
37,Mk 3 BlasTech Weapon Mod,3
38,Jolee Bindo,2
38,Mk 3 Merr-Sonn Thermal Detonator Prototype Salvage,2
38,Mk 2 Chiewab Hypo Syringe,1
39,Imperial TIE Fighter,1
39,Mk 8 BlasTech Weapon Mod Prototype Salvage,1
40,Zaalbar,1
40,Mk 5 Loronar Power Cell Salvage,1
40,Mk 3 Neuro-Saav Electrobinoculars,1
41,Bastila Shan,1
41,Mk 6 Chiewab Hypo Syringe Salvage,1
41,Mk 6 Loronar Power Cell Salvage,3
41,Ship Ability Material Mk II,1
41,Ship Ability Material Mk I,1
42,Ability Material Mk I,2
43,Mk 8 BlasTech Weapon Mod Prototype Salvage,1
44,Zaalbar,1
44,Mk 2 SoroSuub Keypad Prototype,1
45,Mk 3 BioTech Implant,1
48,Mk 3 BioTech Implant,1
49,Mk 4 Fabritech Data Pad Prototype,2
49,Mk 3 BioTech Implant,2
50,Mk 2 TaggeCo Holo Lens,1
51,Mk 5 A/KT Stun Gun Prototype Salvage,1
51,Mk 3 Chiewab Hypo Syringe Prototype Salvage,5
51,Mk 2 SoroSuub Keypad Prototype,9
52,Obi-Wan Kenobi (Old Ben),3
52,Ability Material Mk I,2
53,Zaalbar,2
53,Mk 5 Loronar Power Cell Salvage,1
53,Mk 3 BlasTech Weapon Mod,2
53,Mk 3 Neuro-Saav Electrobinoculars,4
54,Mk 6 Loronar Power Cell Salvage,1
