battleID,reward,count
1,Geonosian Brood Alpha,1
1,Ability Material Mk II,4
1,Ability Material Mk I,5
2,Mk 3 Carbanti Sensor Array Salvage,3
2,Mk 6 Loronar Power Cell Salvage,3
2,Mk 3 Merr-Sonn Thermal Detonator Prototype Salvage,1
2,Mk 2 Chiewab Hypo Syringe,3
3,Ship Ability Material Mk I,1
4,Emperor's Shuttle,1
4,Mk 4 Arakyd Droid Caller Salvage,2
4,Mk 5 Chiewab Hypo Syringe Prototype Salvage,1
4,Mk 4 BAW Armor Mod Salvage,1
5,Umbaran Starfighter,1
5,Mk 3 Czerka Stun Cuffs Salvage,2
6,Canderous Ordo,4
6,Ability Material Mk III,1
6,Ability Material Mk II,1
6,Ability Material Mk I,2
7,Mk 6 Nubian Security Scanner Prototype Salvage,2
7,Mk 6 Fabritech Data Pad Salvage,2
7,Mk 4 Chiewab Hypo Syringe Prototype Salvage,1
8,Anakin's Eta-2 Starfighter,1
8,Mk 3 TaggeCo Holo Lens Prototype,2
9,Umbaran Starfighter,1
9,Mk 3 Czerka Stun Cuffs Salvage,2
9,Mk 1 SoroSuub Keypad,1
10,Hound's Tooth,2
10,Jango Fett,3
10,Mk 3 Czerka Stun Cuffs Salvage,2
10,Mk 4 SoroSuub Keypad Salvage,2
10,Mk 10 BlasTech Weapon Mod Salvage,1
10,Mk 7 BlasTech Weapon Mod Prototype Salvage,1
12,Canderous Ordo,5
12,Ability Material Mk III,2
12,Ability Material Mk II,6
12,Ability Material Mk I,8
13,Canderous Ordo,4
13,Ability Material Mk II,3
13,Ability Material Mk I,4
14,Bastila Shan (Fallen),1
14,Mk 4 Chedak Comlink Prototype Salvage,2
14,Mk 7 BioTech Implant Prototype Salvage,3
14,Mk 2 Sienar Holo Projector Prototype Salvage,3
14,Mk 5 TaggeCo Holo Lens Prototype Salvage,1
15,Mk 3 Carbanti Sensor Array Salvage,2
15,Mk 6 TaggeCo Holo Lens Prototype Salvage,2
15,Ship Ability Material Mk II,1
16,Juhani,1
16,Mk 6 Fabritech Data Pad Salvage,1
16,Mk 4 Chiewab Hypo Syringe Prototype Salvage,1
17,Mk 3 TaggeCo Holo Lens Prototype,1
18,Geonosian Brood Alpha,2
18,Ability Material Mk III,1
18,Ability Material Mk II,3
18,Ability Material Mk I,4
19,Admiral Piett,1
19,Mk 5 Nubian Design Tech Prototype Salvage,1
19,Mk 2 Zaltin Bacta Gel Prototype Salvage,1
19,Mk 1 Athakam Medpac Salvage,3
19,Mk 1 Carbanti Sensor Array Prototype Salvage,1
20,Emperor's Shuttle,1
20,Mk 5 Chiewab Hypo Syringe Prototype Salvage,1
20,Mk 4 Arakyd Droid Caller Salvage,1
20,Mk 4 BAW Armor Mod Salvage,2
20,Mk 1 Chedak Comlink Salvage,1
21,TIE Advanced x1,3
21,Mk 9 Neuro-Saav Electrobinoculars Salvage,2
21,Mk 3 TaggeCo Holo Lens Prototype,1
21,Reinforcement Materials,2
21,Ship Ability Material Mk III,1
