battleID,reward,count
1,Mk 5 A/KT Stun Gun Prototype Salvage,2
1,Scimitar,1
1,Mk 1 Zaltin Bacta Gel Prototype Salvage,2
1,Mk 3 BAW Armor Mod,3
2,Wicket,2
2,Mk 7 BAW Armor Mod Prototype Salvage,3
2,Mk 6 Loronar Power Cell Salvage,2
3,Mk 7 BAW Armor Mod Prototype Salvage,1
3,Mk 4 Loronar Power Cell Prototype,2
4,Kylo Ren,6
4,Ability Material Mk I,5
5,Mk 6 Arakyd Droid Caller Salvage,1
6,Mk 5 A/KT Stun Gun Prototype Salvage,1
6,Mk 3 Chiewab Hypo Syringe Prototype Salvage,2
6,Mk 2 SoroSuub Keypad Prototype,5
7,Sun Fac's Geonosian Starfighter,1
8,Kylo Ren,10
8,Ability Material Mk III,2
8,Ability Material Mk II,1
8,Ability Material Mk I,3
9,Kylo Ren,11
9,Ability Material Mk III,1
9,Ability Material Mk II,5
9,Ability Material Mk I,8
10,Kylo Ren,1
11,Darth Nihilus,3
11,Mk 8 Neuro-Saav Electrobinoculars Component,1
11,Mk 4 Arakyd Droid Caller Salvage,1
11,Mk 7 BAW Armor Mod Prototype Salvage,1
11,Mk 10 BlasTech Weapon Mod Salvage,1
12,Mk 4 SoroSuub Keypad Salvage,3
12,Mk 4 Loronar Power Cell Prototype,7
12,Mk 1 Chiewab Hypo Syringe Prototype,6
13,Mk 5 A/KT Stun Gun Prototype Salvage,1
13,Mk 7 BAW Armor Mod Prototype Salvage,1
