battleID,reward,count
1,Bastila Shan (Fallen),4
1,Mk 4 Chedak Comlink Prototype Salvage,1
1,Mk 7 BioTech Implant Prototype Salvage,1
1,Mk 5 TaggeCo Holo Lens Prototype Salvage,1
2,Carth Onasi,4
2,Mk 3 Carbanti Sensor Array Salvage,1
2,Mk 6 TaggeCo Holo Lens Prototype Salvage,1
3,Veteran Smuggler Chewbacca,14
3,Ability Material Mk III,1
3,Ability Material Mk II,5
3,Ability Material Mk I,4
4,Veteran Smuggler Chewbacca,8
4,Ability Material Mk III,5
4,Ability Material Mk II,5
4,Ability Material Mk I,6
5,Juhani,4
5,Mk 6 Nubian Security Scanner Prototype Salvage,2
5,Mk 6 Fabritech Data Pad Salvage,1
6,Anakin's Eta-2 Starfighter,1
7,Admiral Piett,2
7,Mk 5 Nubian Design Tech Prototype Salvage,3
7,Mk 2 Zaltin Bacta Gel Prototype Salvage,1
7,Mk 1 Athakam Medpac Salvage,2
7,Mk 1 Carbanti Sensor Array Prototype Salvage,2
8,Emperor's Shuttle,1
8,Mk 5 Chiewab Hypo Syringe Prototype Salvage,1
8,Mk 4 Arakyd Droid Caller Salvage,1
8,Mk 4 BAW Armor Mod Salvage,1
8,Mk 1 Chedak Comlink Salvage,1
9,Sun Fac's Geonosian Starfighter,2
9,Mk 1 Carbanti Sensor Array Prototype Salvage,1
10,Ship Ability Material Mk I,1
11,T3-M4,2
11,Ability Material Mk II,2
11,Ability Material Mk I,2
12,T3-M4,4
12,Ability Material Mk III,1
12,Ability Material Mk II,3
12,Ability Material Mk I,4
13,Emperor's Shuttle,1
13,Mk 5 Chiewab Hypo Syringe Prototype Salvage,1
13,Mk 1 Chedak Comlink Salvage,1
14,Mk 5 A/KT Stun Gun Prototype Salvage,1
14,Mk 1 Zaltin Bacta Gel Prototype Salvage,2
14,Mk 3 BAW Armor Mod,1
15,Umbaran Starfighter,2
15,Mk 3 Czerka Stun Cuffs Salvage,2
15,Mk 4 Nubian Security Scanner Prototype Salvage,1
16,Luke Skywalker (Farmboy),6
16,Mk 3 Carbanti Sensor Array Salvage,1
16,Mk 4 Arakyd Droid Caller Salvage,1
16,Mk 3 Chiewab Hypo Syringe Prototype Salvage,2
17,Mk 4 SoroSuub Keypad Salvage,1
17,Mk 10 BlasTech Weapon Mod Salvage,1
18,Veteran Smuggler Chewbacca,6
18,Ability Material Mk III,1
18,Ability Material Mk II,1
18,Ability Material Mk I,1
19,Juhani,2
19,Mk 3 Sienar Holo Projector Salvage,1
19,Mk 6 Fabritech Data Pad Salvage,1
20,Mk 5 A/KT Stun Gun Prototype Salvage,2
20,Mk 3 Chedak Comlink Prototype Salvage,2
20,Mk 7 BAW Armor Mod Prototype Salvage,1
20,Mk 6 Loronar Power Cell Salvage,2
21,Mk 3 Czerka Stun Cuffs Salvage,1
21,Mk 10 BlasTech Weapon Mod Salvage,2
21,Mk 7 BlasTech Weapon Mod Prototype Salvage,1
22,Anakin's Eta-2 Starfighter,2
22,Mk 8 BlasTech Weapon Mod Prototype Salvage,1
